clamp_magnitude,forward,forward_ci95,sideways,sideways_ci95,n_participants,ballistic_fraction,sample_percent,panel,path_type
136.9623430962343,-2.2151614086360096,,-0.8660172340340591,,,0.2,20.0,Calibrated 2D,smoothed_path
137.6652719665272,-2.2441977169060268,,-0.9329800136771408,,,0.2,20.0,Calibrated 2D,smoothed_path
138.36820083682008,-2.2732494924320354,,-0.9989861054297673,,,0.2,20.0,Calibrated 2D,smoothed_path
139.07112970711296,-2.302295764173316,,-1.0640227631012475,,,0.2,20.0,Calibrated 2D,smoothed_path
139.77405857740584,-2.3313154503840128,,-1.128077550490152,,,0.2,20.0,Calibrated 2D,smoothed_path
140.47698744769875,-2.360287421237489,,-1.1911384261170408,,,0.2,20.0,Calibrated 2D,smoothed_path
141.17991631799163,-2.3891905644305393,,-1.2531938282272685,,,0.2,20.0,Calibrated 2D,smoothed_path
141.8828451882845,-2.4180038531470416,,-1.3142327591164573,,,0.2,20.0,Calibrated 2D,smoothed_path
142.58577405857739,-2.446706415713308,,-1.3742448678210923,,,0.2,20.0,Calibrated 2D,smoothed_path
143.2887029288703,-2.475277606241444,,-1.433220530224173,,,0.2,20.0,Calibrated 2D,smoothed_path
143.99163179916317,-2.503697075533257,,-1.4911509256507087,,,0.2,20.0,Calibrated 2D,smoothed_path
144.69456066945605,-2.5319448415065615,,-1.5480281090699335,,,0.2,20.0,Calibrated 2D,smoothed_path
145.39748953974893,-2.560001358408141,,-1.6038450780793068,,,0.2,20.0,Calibrated 2D,smoothed_path
146.10041841004184,-2.587847584093347,,-1.658595833918612,,,0.2,20.0,Calibrated 2D,smoothed_path
146.80334728033472,-2.615465044680713,,-1.712275435848753,,,0.2,20.0,Calibrated 2D,smoothed_path
147.5062761506276,-2.6428358959304186,,-1.7648800483273748,,,0.2,20.0,Calibrated 2D,smoothed_path
148.20920502092048,-2.669942980746785,,-1.8164069805196026,,,0.2,20.0,Calibrated 2D,smoothed_path
148.9121338912134,-2.696769882265986,,-1.8668547177947854,,,0.2,20.0,Calibrated 2D,smoothed_path
149.61506276150627,-2.723300972059109,,-1.916222944976226,,,0.2,20.0,Calibrated 2D,smoothed_path
150.31799163179915,-2.7495214530560794,,-1.964512561228107,,,0.2,20.0,Calibrated 2D,smoothed_path
151.02092050209203,-2.7754173968756763,,-2.0117256865793527,,,0.2,20.0,Calibrated 2D,smoothed_path
151.72384937238493,-2.800975775329326,,-2.057865660195902,,,0.2,20.0,Calibrated 2D,smoothed_path
152.4267782426778,-2.8261844859494962,,-2.1029370306182398,,,0.2,20.0,Calibrated 2D,smoothed_path
153.1297071129707,-2.8510323714756662,,-2.1469455382784686,,,0.2,20.0,Calibrated 2D,smoothed_path
153.8326359832636,-2.875509233310298,,-2.1898980906987338,,,0.2,20.0,Calibrated 2D,smoothed_path
154.53556485355648,-2.899605839032557,,-2.2318027308494752,,,0.2,20.0,Calibrated 2D,smoothed_path
155.23849372384936,-2.9233139241274024,,-2.272668599210684,,,0.2,20.0,Calibrated 2D,smoothed_path
155.94142259414224,-2.946626188150959,,-2.312505890131435,,,0.2,20.0,Calibrated 2D,smoothed_path
156.64435146443515,-2.9695362856091356,,-2.351325803122588,,,0.2,20.0,Calibrated 2D,smoothed_path
157.34728033472803,-2.9920388118744894,,-2.389140489744339,,,0.2,20.0,Calibrated 2D,smoothed_path
158.0502092050209,-3.0141292845061414,,-2.4259629967651524,,,0.2,20.0,Calibrated 2D,smoothed_path
158.75313807531379,-3.0358041203689097,,-2.4618072062716916,,,0.2,20.0,Calibrated 2D,smoothed_path
159.4560669456067,-3.057060608970921,,-2.4966877734020576,,,0.2,20.0,Calibrated 2D,smoothed_path
160.15899581589957,-3.077896882453947,,-2.5306200623575252,,,0.2,20.0,Calibrated 2D,smoothed_path
160.86192468619245,-3.098311882678163,,-2.5636200813225964,,,0.2,20.0,Calibrated 2D,smoothed_path
161.56485355648533,-3.1183053258432762,,-2.595704416890431,,,0.2,20.0,Calibrated 2D,smoothed_path
162.26778242677824,-3.1378776650820077,,-2.626890168552234,,,0.2,20.0,Calibrated 2D,smoothed_path
162.97071129707112,-3.157030051450087,,-2.657194883765873,,,0.2,20.0,Calibrated 2D,smoothed_path
163.673640167364,-3.1757642937203467,,-2.686636494072413,,,0.2,20.0,Calibrated 2D,smoothed_path
164.37656903765688,-3.194082817367719,,-2.7152332526802794,,,0.2,20.0,Calibrated 2D,smoothed_path
165.0794979079498,-3.2119886231079224,,-2.74300367388678,,,0.2,20.0,Calibrated 2D,smoothed_path
165.78242677824267,-3.229485245325999,,-2.7699664746564094,,,0.2,20.0,Calibrated 2D,smoothed_path
166.48535564853555,-3.2465767107024712,,-2.7961405186258377,,,0.2,20.0,Calibrated 2D,smoothed_path
167.18828451882845,-3.2632674973152893,,-2.8215447627573194,,,0.2,20.0,Calibrated 2D,smoothed_path
167.89121338912133,-3.2795624944656643,,-2.8461982068162146,,,0.2,20.0,Calibrated 2D,smoothed_path
168.5941422594142,-3.2954669634458114,,-2.870119845804809,,,0.2,20.0,Calibrated 2D,smoothed_path
169.2970711297071,-3.3109864994369844,,-2.8933286254440125,,,0.2,20.0,Calibrated 2D,smoothed_path
170.0,-3.3261269946975514,,-2.9158434007572622,,,0.2,20.0,Calibrated 2D,smoothed_path
2.0,-28.72801709134626,18.684479307782496,22.522616524484064,19.07465685073202,48.0,0.4,40.0,Human,condition_mean
3.0,-14.722330841557806,18.243932334268916,6.435995595432652,12.940480544465675,49.0,0.4,40.0,Human,condition_mean
4.0,-24.3335112582206,23.132220422942282,-2.7501502860148057,19.752945570125945,48.0,0.4,40.0,Human,condition_mean
5.0,-27.76369425265151,19.8643343606612,-1.0571951835922635,17.57224439273322,49.0,0.4,40.0,Human,condition_mean
6.0,-36.53441205234956,29.869941816547037,22.964693948151155,17.350010753651677,48.0,0.4,40.0,Human,condition_mean
7.0,-16.619643124958145,18.398046737122268,6.504841418710589,8.528308352069754,49.0,0.4,40.0,Human,condition_mean
8.0,-14.065711056457436,20.853636631305463,-10.288836093319484,24.200673946362944,48.0,0.4,40.0,Human,condition_mean
10.0,-16.27148231491711,18.175447850564744,15.639007073055918,12.06527141552002,49.0,0.4,40.0,Human,condition_mean
15.0,-9.830148305430825,26.405226805902174,-2.3390856340978097,16.571676153275924,49.0,0.4,40.0,Human,condition_mean
20.0,-19.98394617366913,24.526218501416746,9.391574801997379,8.237804449738544,50.0,0.4,40.0,Human,condition_mean
25.0,-22.698978813856833,22.563657639121363,23.291592050191756,17.80477744463889,50.0,0.4,40.0,Human,condition_mean
30.0,-3.8159383282495414,25.82979588748416,12.375622499996474,16.000461209752547,50.0,0.4,40.0,Human,condition_mean
35.0,-8.17054882801204,23.607984669283343,24.98174443886479,11.186889824255363,50.0,0.4,40.0,Human,condition_mean
40.0,-0.6410905199230775,20.48479806298119,22.29053090112364,10.302828283833785,50.0,0.4,40.0,Human,condition_mean
45.0,-12.820684744189887,20.204682976307613,19.306450595192565,11.564462672115832,50.0,0.4,40.0,Human,condition_mean
50.0,5.363847209242535,22.05185686941744,19.6001523629383,9.296159566679671,50.0,0.4,40.0,Human,condition_mean
55.0,-15.353997770895399,19.569636984613357,5.17594433971664,13.334590392290202,48.0,0.4,40.0,Human,condition_mean
60.0,2.034807715771302,30.220621620220548,-4.7496365419195365,22.4933772041494,46.0,0.4,40.0,Human,condition_mean
65.0,-6.64662813676312,23.954001407174076,21.056200439569384,15.631090693781504,48.0,0.4,40.0,Human,condition_mean
70.0,-11.13824566329896,35.85723743781996,18.328851531870356,21.070973797522495,46.0,0.4,40.0,Human,condition_mean
75.0,-19.588667020674418,25.027211088730148,23.51168381301974,24.987330054686616,48.0,0.4,40.0,Human,condition_mean
80.0,13.223798093362879,29.3322118180586,-4.590913936412924,25.242047729736957,46.0,0.4,40.0,Human,condition_mean
85.0,-1.081794537786515,20.054199861571114,20.807644011725696,9.99503982073762,48.0,0.4,40.0,Human,condition_mean
90.0,2.5313151585312723,36.02499913806745,37.29965565195314,42.99643270723485,46.0,0.4,40.0,Human,condition_mean
95.0,-22.479980689261232,27.606256486169478,14.912768909349733,16.345417750270766,49.0,0.4,40.0,Human,condition_mean
100.0,-1.8824519010134921,26.57924425334993,8.867504501772055,11.373838175220785,47.0,0.4,40.0,Human,condition_mean
105.0,-0.22579332664020743,24.255731130550423,8.941853922493186,13.905443141110165,49.0,0.4,40.0,Human,condition_mean
110.0,-2.890933927192219,15.562827080057525,6.96765451847691,10.560205310204115,47.0,0.4,40.0,Human,condition_mean
115.0,-10.9361502779058,24.224951091657754,6.453052685605416,11.606932021724736,49.0,0.4,40.0,Human,condition_mean
120.0,-19.40336506713164,15.583355995237017,-3.979573820907009,11.074451151106858,47.0,0.4,40.0,Human,condition_mean
125.0,-10.633243805376688,24.462045468960632,-4.556408748490686,14.028442904249646,49.0,0.4,40.0,Human,condition_mean
130.0,20.17906781755097,34.428569943768274,-6.414461251707631,11.358674448616945,47.0,0.4,40.0,Human,condition_mean
135.0,13.276896238691444,19.067270586941884,1.5084455520660371,6.992340727393025,48.0,0.4,40.0,Human,condition_mean
140.0,15.344923040169904,23.747685286493997,-2.8613680241823265,13.867058530211944,49.0,0.4,40.0,Human,condition_mean
145.0,28.531900477050403,25.43660327894386,-1.0568785490882742,11.807015236493758,48.0,0.4,40.0,Human,condition_mean
150.0,8.598749792840142,31.231917206797082,1.0368043039767976,14.32273071951812,49.0,0.4,40.0,Human,condition_mean
155.0,2.8329679396010436,19.965895816986652,-7.373841974700134,16.471948635315748,48.0,0.4,40.0,Human,condition_mean
160.0,8.79407644481935,21.35218162166769,-3.996066532708738,9.829602342918225,49.0,0.4,40.0,Human,condition_mean
165.0,8.86412295532841,25.111808678732867,-2.748546185717347,10.8782317939964,48.0,0.4,40.0,Human,condition_mean
170.0,35.58501929447729,35.302176379758386,-10.617021163452119,19.24970605946205,49.0,0.4,40.0,Human,condition_mean
2.0,-5.352497441307313,,2.6527976612440636,,,0.4,40.0,Calibrated 1D,condition_mean
3.0,-5.352497441307313,,4.85357260307529,,,0.4,40.0,Calibrated 1D,condition_mean
4.0,-5.352497441307313,,6.837400610997393,,,0.4,40.0,Calibrated 1D,condition_mean
5.0,-5.352497441307313,,8.601020611353526,,,0.4,40.0,Calibrated 1D,condition_mean
6.0,-5.352497441307313,,10.148406817734067,,,0.4,40.0,Calibrated 1D,condition_mean
7.0,-5.352497441307313,,11.488913049970009,,,0.4,40.0,Calibrated 1D,condition_mean
8.0,-5.352497441307313,,12.635567361789288,,,0.4,40.0,Calibrated 1D,condition_mean
10.0,-5.352497441307313,,14.409412170021813,,,0.4,40.0,Calibrated 1D,condition_mean
15.0,-5.352497441307313,,16.560839404624303,,,0.4,40.0,Calibrated 1D,condition_mean
20.0,-5.352497441307313,,16.767547156353057,,,0.4,40.0,Calibrated 1D,condition_mean
25.0,-5.352497441307313,,16.08820028086988,,,0.4,40.0,Calibrated 1D,condition_mean
30.0,-5.352497441307313,,15.065195990974392,,,0.4,40.0,Calibrated 1D,condition_mean
35.0,-5.352497441307313,,13.954827950235167,,,0.4,40.0,Calibrated 1D,condition_mean
40.0,-5.352497441307313,,12.871236249107199,,,0.4,40.0,Calibrated 1D,condition_mean
45.0,-5.352497441307313,,11.860749103205283,,,0.4,40.0,Calibrated 1D,condition_mean
50.0,-5.352497441307313,,10.938064334030713,,,0.4,40.0,Calibrated 1D,condition_mean
55.0,-5.352497441307313,,10.103561087411638,,,0.4,40.0,Calibrated 1D,condition_mean
60.0,-5.352497441307313,,9.351546347002255,,,0.4,40.0,Calibrated 1D,condition_mean
65.0,-5.352497441307313,,8.674158178506111,,,0.4,40.0,Calibrated 1D,condition_mean
70.0,-5.352497441307313,,8.063176560825475,,,0.4,40.0,Calibrated 1D,condition_mean
75.0,-5.352497441307313,,7.510821311237332,,,0.4,40.0,Calibrated 1D,condition_mean
80.0,-5.352497441307313,,7.010060707638792,,,0.4,40.0,Calibrated 1D,condition_mean
85.0,-5.352497441307313,,6.554687527311034,,,0.4,40.0,Calibrated 1D,condition_mean
90.0,-5.352497441307313,,6.139289196427479,,,0.4,40.0,Calibrated 1D,condition_mean
95.0,-5.352497441307313,,5.7591744959421804,,,0.4,40.0,Calibrated 1D,condition_mean
100.0,-5.352497441307313,,5.4102871670269845,,,0.4,40.0,Calibrated 1D,condition_mean
105.0,-5.352497441307313,,5.089120620602681,,,0.4,40.0,Calibrated 1D,condition_mean
110.0,-5.352497441307313,,4.792639853972697,,,0.4,40.0,Calibrated 1D,condition_mean
115.0,-5.352497441307313,,4.518212663497908,,,0.4,40.0,Calibrated 1D,condition_mean
120.0,-5.352497441307313,,4.263550317661971,,,0.4,40.0,Calibrated 1D,condition_mean
125.0,-5.352497441307313,,4.026656996444517,,,0.4,40.0,Calibrated 1D,condition_mean
130.0,-5.352497441307313,,3.805786981887662,,,0.4,40.0,Calibrated 1D,condition_mean
135.0,-5.352497441307313,,3.599408526771546,,,0.4,40.0,Calibrated 1D,condition_mean
140.0,-5.352497441307313,,3.4061733913874823,,,0.4,40.0,Calibrated 1D,condition_mean
145.0,-5.352497441307313,,3.2248911498316737,,,0.4,40.0,Calibrated 1D,condition_mean
150.0,-5.352497441307313,,3.054507490807862,,,0.4,40.0,Calibrated 1D,condition_mean
155.0,-5.352497441307313,,2.894085856507849,,,0.4,40.0,Calibrated 1D,condition_mean
160.0,-5.352497441307313,,2.742791869534158,,,0.4,40.0,Calibrated 1D,condition_mean
165.0,-5.352497441307313,,2.5998800898602594,,,0.4,40.0,Calibrated 1D,condition_mean
170.0,-5.352497441307313,,2.4646827217403304,,,0.4,40.0,Calibrated 1D,condition_mean
2.0,-14.704465765791024,,-1.8012725439010917,,,0.4,40.0,Calibrated 2D,condition_mean
3.0,-14.625787656240563,,-0.03763814629915174,,,0.4,40.0,Calibrated 2D,condition_mean
4.0,-14.518746885515677,,1.6554837546725576,,,0.4,40.0,Calibrated 2D,condition_mean
5.0,-14.385294653647609,,3.2749904267114403,,,0.4,40.0,Calibrated 2D,condition_mean
6.0,-14.227440392830534,,4.81861290396475,,,0.4,40.0,Calibrated 2D,condition_mean
7.0,-14.047220157280712,,6.2848549698164256,,,0.4,40.0,Calibrated 2D,condition_mean
8.0,-13.846668684350497,,7.672924994636954,,,0.4,40.0,Calibrated 2D,condition_mean
10.0,-13.392563613323421,,10.214471148044352,,,0.4,40.0,Calibrated 2D,condition_mean
15.0,-12.034748800985456,,15.248772881407945,,,0.4,40.0,Calibrated 2D,condition_mean
20.0,-10.515926718574166,,18.59961801994082,,,0.4,40.0,Calibrated 2D,condition_mean
25.0,-8.981007675427776,,20.586685142058773,,,0.4,40.0,Calibrated 2D,condition_mean
30.0,-7.52097847180267,,21.528386806795965,,,0.4,40.0,Calibrated 2D,condition_mean
35.0,-6.186321386984835,,21.69893871598532,,,0.4,40.0,Calibrated 2D,condition_mean
40.0,-5.000262760247052,,21.31736140725069,,,0.4,40.0,Calibrated 2D,condition_mean
45.0,-3.969089892953315,,20.551121755298766,,,0.4,40.0,Calibrated 2D,condition_mean
50.0,-3.0893118272027618,,19.524887782131447,,,0.4,40.0,Calibrated 2D,condition_mean
55.0,-2.352285564004273,,18.32990550876659,,,0.4,40.0,Calibrated 2D,condition_mean
60.0,-1.747047122563277,,17.03222129450078,,,0.4,40.0,Calibrated 2D,condition_mean
65.0,-1.261958819241034,,15.679274812147714,,,0.4,40.0,Calibrated 2D,condition_mean
70.0,-0.8856125239145669,,14.304938023192616,,,0.4,40.0,Calibrated 2D,condition_mean
75.0,-0.607282601584922,,12.933261285459114,,,0.4,40.0,Calibrated 2D,condition_mean
80.0,-0.4171158510203643,,11.581213137229092,,,0.4,40.0,Calibrated 2D,condition_mean
85.0,-0.30617407982428446,,10.260665080266964,,,0.4,40.0,Calibrated 2D,condition_mean
90.0,-0.2663988569363589,,8.979821860239603,,,0.4,40.0,Calibrated 2D,condition_mean
95.0,-0.2905392189383509,,7.744249499557375,,,0.4,40.0,Calibrated 2D,condition_mean
100.0,-0.372065548345871,,6.5576135232966895,,,0.4,40.0,Calibrated 2D,condition_mean
105.0,-0.5050823182262043,,5.422209087848241,,,0.4,40.0,Calibrated 2D,condition_mean
110.0,-0.6842462020091578,,4.339341853278535,,,0.4,40.0,Calibrated 2D,condition_mean
115.0,-0.9046924760083854,,3.309601776221456,,,0.4,40.0,Calibrated 2D,condition_mean
120.0,-1.1619706417060254,,2.3330600026043644,,,0.4,40.0,Calibrated 2D,condition_mean
125.0,-1.4519891227736768,,1.40941045799618,,,0.4,40.0,Calibrated 2D,condition_mean
130.0,-1.7709683600213655,,0.5380716133308292,,,0.4,40.0,Calibrated 2D,condition_mean
135.0,-2.115401403598746,,-0.28174045828707595,,,0.4,40.0,Calibrated 2D,condition_mean
140.0,-2.482021047946345,,-1.050959730172397,,,0.4,40.0,Calibrated 2D,condition_mean
145.0,-2.867772590321856,,-1.7706327975938345,,,0.4,40.0,Calibrated 2D,condition_mean
150.0,-3.2697913715231834,,-2.441892197063095,,,0.4,40.0,Calibrated 2D,condition_mean
155.0,-3.6853843513189695,,-3.065937433615615,,,0.4,40.0,Calibrated 2D,condition_mean
160.0,-4.112015066794877,,-3.644021508517067,,,0.4,40.0,Calibrated 2D,condition_mean
165.0,-4.547291411984013,,-4.177441339774586,,,0.4,40.0,Calibrated 2D,condition_mean
170.0,-4.98895575852846,,-4.6675309040060675,,,0.4,40.0,Calibrated 2D,condition_mean
2.0,-20.657985479547442,,7.913158159261284,,,0.4,40.0,Human,smoothed_path
2.702928870292887,-20.567056765880082,,7.955726175069689,,,0.4,40.0,Human,smoothed_path
3.405857740585774,-20.472650560704228,,8.002172502131042,,,0.4,40.0,Human,smoothed_path
4.108786610878661,-20.374601227567528,,8.052676041649237,,,0.4,40.0,Human,smoothed_path
4.811715481171548,-20.272737496430196,,8.107418007036015,,,0.4,40.0,Human,smoothed_path
5.514644351464435,-20.16688279775081,,8.166581012282805,,,0.4,40.0,Human,smoothed_path
6.217573221757322,-20.05685569937642,,8.230348006908732,,,0.4,40.0,Human,smoothed_path
6.920502092050209,-19.942470458705607,,8.298901044761461,,,0.4,40.0,Human,smoothed_path
7.623430962343096,-19.823537703046796,,8.372419874406365,,,0.4,40.0,Human,smoothed_path
8.326359832635983,-19.69986525135227,,8.451080339696734,,,0.4,40.0,Human,smoothed_path
9.02928870292887,-19.571259090508917,,8.535052580449175,,,0.4,40.0,Human,smoothed_path
9.732217573221757,-19.43752451904802,,8.624499025035043,,,0.4,40.0,Human,smoothed_path
10.435146443514643,-19.298467470426147,,8.719572169221944,,,0.4,40.0,Human,smoothed_path
11.13807531380753,-19.153896026851676,,8.820412138840073,,,0.4,40.0,Human,smoothed_path
11.841004184100418,-19.003622132910465,,8.927144037879302,,,0.4,40.0,Human,smoothed_path
12.543933054393305,-18.84746351589961,,9.039875088508513,,,0.4,40.0,Human,smoothed_path
13.246861924686192,-18.685245816739375,,9.15869157529145,,,0.4,40.0,Human,smoothed_path
13.949790794979078,-18.516804931534892,,9.283655612573114,,,0.4,40.0,Human,smoothed_path
14.652719665271965,-18.34198955925303,,9.414801761611196,,,0.4,40.0,Human,smoothed_path
15.355648535564853,-18.16066394554061,,9.552133532468854,,,0.4,40.0,Human,smoothed_path
16.05857740585774,-17.972710806440098,,9.695619814856116,,,0.4,40.0,Human,smoothed_path
16.761506276150627,-17.778034408702435,,9.845191291833178,,,0.4,40.0,Human,smoothed_path
17.464435146443513,-17.57656377564077,,10.0007369003263,,,0.4,40.0,Human,smoothed_path
18.1673640167364,-17.368255979158008,,10.162100412437383,,,0.4,40.0,Human,smoothed_path
18.870292887029287,-17.15309946991838,,10.329077221156773,,,0.4,40.0,Human,smoothed_path
19.573221757322173,-16.931117388887365,,10.501411422846864,,,0.4,40.0,Human,smoothed_path
20.27615062761506,-16.702370794968108,,10.678793296217806,,,0.4,40.0,Human,smoothed_path
20.97907949790795,-16.466961735611147,,10.860857282884211,,,0.4,40.0,Human,smoothed_path
21.682008368200837,-16.22503608051403,,11.047180577364811,,,0.4,40.0,Human,smoothed_path
22.384937238493723,-15.97678603334062,,11.23728243396381,,,0.4,40.0,Human,smoothed_path
23.08786610878661,-15.72245223327541,,11.430624293796566,,,0.4,40.0,Human,smoothed_path
23.790794979079497,-15.462325357668194,,11.626610826825313,,,0.4,40.0,Human,smoothed_path
24.493723849372383,-15.196747139456972,,11.824591970823729,,,0.4,40.0,Human,smoothed_path
25.19665271966527,-14.926110718832684,,12.023866031548607,,,0.4,40.0,Human,smoothed_path
25.899581589958157,-14.650860257958067,,12.22368388614938,,,0.4,40.0,Human,smoothed_path
26.602510460251043,-14.371489760542737,,12.423254305343216,,,0.4,40.0,Human,smoothed_path
27.30543933054393,-14.08854105458705,,12.621750379761565,,,0.4,40.0,Human,smoothed_path
28.008368200836816,-13.802600916304534,,12.818317003057626,,,0.4,40.0,Human,smoothed_path
28.711297071129707,-13.514297335566276,,13.012079330042512,,,0.4,40.0,Human,smoothed_path
29.414225941422593,-13.224294947417103,,13.20215209370291,,,0.4,40.0,Human,smoothed_path
30.11715481171548,-12.933289679348112,,13.387649632006816,,,0.4,40.0,Human,smoothed_path
30.820083682008367,-12.642002688989042,,13.567696445553567,,,0.4,40.0,Human,smoothed_path
31.523012552301253,-12.351173690544531,,13.741438081953246,,,0.4,40.0,Human,smoothed_path
32.22594142259414,-12.061553789474756,,13.908052123761657,,,0.4,40.0,Human,smoothed_path
32.92887029288703,-11.773897962521433,,14.066759045021856,,,0.4,40.0,Human,smoothed_path
33.63179916317991,-11.488957333265676,,14.216832697790442,,,0.4,40.0,Human,smoothed_path
34.3347280334728,-11.207471401261067,,14.357610194849773,,,0.4,40.0,Human,smoothed_path
35.037656903765686,-10.930160384979093,,14.488500968055071,,,0.4,40.0,Human,smoothed_path
35.74058577405857,-10.65771783521454,,14.608994802899062,,,0.4,40.0,Human,smoothed_path
36.44351464435146,-10.3908036664309,,14.718668677922892,,,0.4,40.0,Human,smoothed_path
37.146443514644346,-10.130037739294206,,14.817192271219318,,,0.4,40.0,Human,smoothed_path
37.84937238493723,-9.875994109131634,,14.904332033850698,,,0.4,40.0,Human,smoothed_path
38.55230125523012,-9.629196033251784,,14.979953769770109,,,0.4,40.0,Human,smoothed_path
39.255230125523006,-9.390111806105788,,15.044023701983477,,,0.4,40.0,Human,smoothed_path
39.9581589958159,-9.159151466335198,,15.096608043501305,,,0.4,40.0,Human,smoothed_path
40.66108786610879,-8.93666439500388,,15.137871127564267,,,0.4,40.0,Human,smoothed_path
41.36401673640167,-8.722937800806083,,15.168072183421076,,,0.4,40.0,Human,smoothed_path
42.06694560669456,-8.518196066688096,,15.187560870647616,,,0.4,40.0,Human,smoothed_path
42.76987447698745,-8.322600913820741,,15.196771706030784,,,0.4,40.0,Human,smoothed_path
43.47280334728033,-8.136252323700232,,15.19621753215603,,,0.4,40.0,Human,smoothed_path
44.17573221757322,-7.959190147593145,,15.186482186109732,,,0.4,40.0,Human,smoothed_path
44.87866108786611,-7.791396324620907,,15.168212530488265,,,0.4,40.0,Human,smoothed_path
45.58158995815899,-7.632797625354785,,15.142110007762117,,,0.4,40.0,Human,smoothed_path
46.28451882845188,-7.483268836562158,,15.108921873692037,,,0.4,40.0,Human,smoothed_path
46.98744769874477,-7.342636304292654,,15.069432256739091,,,0.4,40.0,Human,smoothed_path
47.69037656903765,-7.210681756326936,,15.024453179078762,,,0.4,40.0,Human,smoothed_path
48.39330543933054,-7.087146330605442,,14.97481566172522,,,0.4,40.0,Human,smoothed_path
49.096234309623426,-6.9717347430808045,,14.921361022131446,,,0.4,40.0,Human,smoothed_path
49.79916317991631,-6.864119535997168,,14.864932458098616,,,0.4,40.0,Human,smoothed_path
50.5020920502092,-6.763945355441345,,14.80636699743621,,,0.4,40.0,Human,smoothed_path
51.205020920502086,-6.67083321474907,,14.746487878979705,,,0.4,40.0,Human,smoothed_path
51.90794979079497,-6.584384707671333,,14.68609741759649,,,0.4,40.0,Human,smoothed_path
52.61087866108786,-6.504186141873209,,14.625970393891333,,,0.4,40.0,Human,smoothed_path
53.313807531380746,-6.429812569186348,,14.566847998564148,,,0.4,40.0,Human,smoothed_path
54.01673640167363,-6.3608316939702885,,14.509432351806769,,,0.4,40.0,Human,smoothed_path
54.71966527196653,-6.296807644921329,,14.45438160972332,,,0.4,40.0,Human,smoothed_path
55.42259414225941,-6.237304598716503,,14.40230566245193,,,0.4,40.0,Human,smoothed_path
56.1255230125523,-6.181890246051213,,14.353762422358566,,,0.4,40.0,Human,smoothed_path
56.82845188284519,-6.130139092011679,,14.309254695259252,,,0.4,40.0,Human,smoothed_path
57.53138075313807,-6.08163558342947,,14.269227622993913,,,0.4,40.0,Human,smoothed_path
58.23430962343096,-6.035977056021246,,14.234066681720048,,,0.4,40.0,Human,smoothed_path
58.93723849372385,-5.992776493856505,,14.204096216924487,,,0.4,40.0,Human,smoothed_path
59.64016736401673,-5.951665093153867,,14.179578493288467,,,0.4,40.0,Human,smoothed_path
60.34309623430962,-5.912294621713011,,14.16071323512443,,,0.4,40.0,Human,smoothed_path
61.046025104602506,-5.874339564566581,,14.147637631085573,,,0.4,40.0,Human,smoothed_path
61.74895397489539,-5.837499045794854,,14.140426775201163,,,0.4,40.0,Human,smoothed_path
62.45188284518828,-5.801498515982173,,14.139094514991642,,,0.4,40.0,Human,smoothed_path
63.154811715481166,-5.766091194588411,,14.143594676457885,,,0.4,40.0,Human,smoothed_path
63.85774058577405,-5.731059256625462,,14.153822635114263,,,0.4,40.0,Human,smoothed_path
64.56066945606693,-5.696214753513938,,14.16961720194261,,,0.4,40.0,Human,smoothed_path
65.26359832635983,-5.661400258878132,,14.19076279318313,,,0.4,40.0,Human,smoothed_path
65.96652719665272,-5.626489231330061,,14.21699185324146,,,0.4,40.0,Human,smoothed_path
66.6694560669456,-5.591386087991172,,14.24798750067076,,,0.4,40.0,Human,smoothed_path
67.3723849372385,-5.556025984583492,,14.283386368164521,,,0.4,40.0,Human,smoothed_path
68.07531380753137,-5.52037430035686,,14.322781608748432,,,0.4,40.0,Human,smoothed_path
68.77824267782427,-5.484425828858205,,14.365726041853861,,,0.4,40.0,Human,smoothed_path
69.48117154811715,-5.448203678536336,,14.411735414654311,,,0.4,40.0,Human,smoothed_path
70.18410041841004,-5.411757890343879,,14.460291755902293,,,0.4,40.0,Human,smoothed_path
70.88702928870292,-5.375163782775195,,14.510846801467823,,,0.4,40.0,Human,smoothed_path
71.58995815899581,-5.338520038086442,,14.562825472795364,,,0.4,40.0,Human,smoothed_path
72.29288702928869,-5.301946546702488,,14.61562939150776,,,0.4,40.0,Human,smoothed_path
72.99581589958159,-5.265582029944421,,14.668640415337165,,,0.4,40.0,Human,smoothed_path
73.69874476987447,-5.229581464133895,,14.721224182399366,,,0.4,40.0,Human,smoothed_path
74.40167364016736,-5.194113331772429,,14.772733652500328,,,0.4,40.0,Human,smoothed_path
75.10460251046024,-5.15935672778921,,14.822512635627803,,,0.4,40.0,Human,smoothed_path
75.80753138075313,-5.125498350740722,,14.869899299000721,,,0.4,40.0,Human,smoothed_path
76.51046025104601,-5.092729410282142,,14.914229644997734,,,0.4,40.0,Human,smoothed_path
77.2133891213389,-5.061242483176705,,14.95484095294757,,,0.4,40.0,Human,smoothed_path
77.9163179916318,-5.031228350541349,,14.991075178130554,,,0.4,40.0,Human,smoothed_path
78.61924686192468,-5.00287284893391,,15.022282301419029,,,0.4,40.0,Human,smoothed_path
79.32217573221757,-4.976353767272186,,15.047823622789675,,,0.4,40.0,Human,smoothed_path
80.02510460251045,-4.951837820454806,,15.067074991498,,,0.4,40.0,Human,smoothed_path
80.72803347280335,-4.929477728958112,,15.079429965052022,,,0.4,40.0,Human,smoothed_path
