clamp_magnitude,forward,forward_ci95,sideways,sideways_ci95,n_participants,ballistic_fraction,sample_percent,panel,path_type
90.0,-2.857538286408235,19.775663181405875,20.334917527408354,23.556229144497966,46.0,0.2,20.0,Human,condition_mean
95.0,-14.130905200550776,17.723381412934994,10.788964598225274,10.83829428708738,49.0,0.2,20.0,Human,condition_mean
100.0,-7.006625055368033,15.339000216555734,4.135786979257259,6.638944112139182,47.0,0.2,20.0,Human,condition_mean
105.0,-0.08808709331011819,12.848990381972019,5.341840065682953,8.589493189089803,49.0,0.2,20.0,Human,condition_mean
110.0,-1.6288302870557538,10.77036466087703,3.5394340325466387,7.645605248574963,47.0,0.2,20.0,Human,condition_mean
115.0,-9.494549043095637,14.082419883999437,1.4138541541200842,6.7876253091434995,49.0,0.2,20.0,Human,condition_mean
120.0,-11.570406659388867,10.650054434197763,-2.5257908848695463,7.084673506658103,47.0,0.2,20.0,Human,condition_mean
125.0,-7.051237623444512,14.906648239024056,-3.358448343093401,8.563955639159394,49.0,0.2,20.0,Human,condition_mean
130.0,11.79092575023367,19.55351556721895,-5.3769683196193805,7.0736506372598775,47.0,0.2,20.0,Human,condition_mean
135.0,7.455324850669059,11.010414322570476,-0.7351840919488267,3.421060618930343,48.0,0.2,20.0,Human,condition_mean
140.0,4.619554839230342,13.548783215049308,-2.5669408230620676,8.183576650943838,49.0,0.2,20.0,Human,condition_mean
145.0,16.608868286887894,17.630934632603644,-1.899328599276285,7.002085605687526,48.0,0.2,20.0,Human,condition_mean
150.0,3.2392039487357316,17.177107246560574,0.7118790026932521,9.058879840032292,49.0,0.2,20.0,Human,condition_mean
155.0,2.2008483244430246,13.467855144534344,-3.38640424231634,9.3232354271167,48.0,0.2,20.0,Human,condition_mean
160.0,7.125851300212192,12.213384908682798,-1.5891588975350688,5.527263689872045,49.0,0.2,20.0,Human,condition_mean
165.0,8.37807352606362,14.90040308036525,-3.4114155248679285,8.610714060751386,48.0,0.2,20.0,Human,condition_mean
170.0,17.3049889752794,18.543274870632647,-6.289198376168106,10.421528045192519,49.0,0.2,20.0,Human,condition_mean
2.0,-4.191633300239588,,0.6752615864013771,,,0.2,20.0,Calibrated 1D,condition_mean
3.0,-4.191633300239588,,2.267748185528061,,,0.2,20.0,Calibrated 1D,condition_mean
4.0,-4.191633300239588,,3.7032514064795863,,,0.2,20.0,Calibrated 1D,condition_mean
5.0,-4.191633300239588,,4.9794115276876205,,,0.2,20.0,Calibrated 1D,condition_mean
6.0,-4.191633300239588,,6.09910430067243,,,0.2,20.0,Calibrated 1D,condition_mean
7.0,-4.191633300239588,,7.069098174332797,,,0.2,20.0,Calibrated 1D,condition_mean
8.0,-4.191633300239588,,7.898820282984046,,,0.2,20.0,Calibrated 1D,condition_mean
10.0,-4.191633300239588,,9.182379102356212,,,0.2,20.0,Calibrated 1D,condition_mean
15.0,-4.191633300239588,,10.739157569331045,,,0.2,20.0,Calibrated 1D,condition_mean
20.0,-4.191633300239588,,10.888731848057493,,,0.2,20.0,Calibrated 1D,condition_mean
25.0,-4.191633300239588,,10.397154642772998,,,0.2,20.0,Calibrated 1D,condition_mean
30.0,-4.191633300239588,,9.656906018735087,,,0.2,20.0,Calibrated 1D,condition_mean
35.0,-4.191633300239588,,8.853440752311963,,,0.2,20.0,Calibrated 1D,condition_mean
40.0,-4.191633300239588,,8.069350916422005,,,0.2,20.0,Calibrated 1D,condition_mean
45.0,-4.191633300239588,,7.338159731057274,,,0.2,20.0,Calibrated 1D,condition_mean
50.0,-4.191633300239588,,6.670502578933318,,,0.2,20.0,Calibrated 1D,condition_mean
55.0,-4.191633300239588,,6.066653810979425,,,0.2,20.0,Calibrated 1D,condition_mean
60.0,-4.191633300239588,,5.5224939454317035,,,0.2,20.0,Calibrated 1D,condition_mean
65.0,-4.191633300239588,,5.032334065730655,,,0.2,20.0,Calibrated 1D,condition_mean
70.0,-4.191633300239588,,4.5902261427553235,,,0.2,20.0,Calibrated 1D,condition_mean
75.0,-4.191633300239588,,4.190540415602108,,,0.2,20.0,Calibrated 1D,condition_mean
80.0,-4.191633300239588,,3.8281887114620567,,,0.2,20.0,Calibrated 1D,condition_mean
85.0,-4.191633300239588,,3.4986794674726442,,,0.2,20.0,Calibrated 1D,condition_mean
90.0,-4.191633300239588,,3.1980961308225013,,,0.2,20.0,Calibrated 1D,condition_mean
95.0,-4.191633300239588,,2.923044122937402,,,0.2,20.0,Calibrated 1D,condition_mean
100.0,-4.191633300239588,,2.670588324144887,,,0.2,20.0,Calibrated 1D,condition_mean
105.0,-4.191633300239588,,2.4381913572642433,,,0.2,20.0,Calibrated 1D,condition_mean
110.0,-4.191633300239588,,2.2236570862750464,,,0.2,20.0,Calibrated 1D,condition_mean
115.0,-4.191633300239588,,2.025080841625764,,,0.2,20.0,Calibrated 1D,condition_mean
120.0,-4.191633300239588,,1.8408064911061026,,,0.2,20.0,Calibrated 1D,condition_mean
125.0,-4.191633300239588,,1.6693898540430214,,,0.2,20.0,Calibrated 1D,condition_mean
130.0,-4.191633300239588,,1.5095677242808399,,,0.2,20.0,Calibrated 1D,condition_mean
135.0,-4.191633300239588,,1.3602317254588,,,0.2,20.0,Calibrated 1D,condition_mean
140.0,-4.191633300239588,,1.2204062677391208,,,0.2,20.0,Calibrated 1D,condition_mean
145.0,-4.191633300239588,,1.0892299557728191,,,0.2,20.0,Calibrated 1D,condition_mean
150.0,-4.191633300239588,,0.9659398871028175,,,0.2,20.0,Calibrated 1D,condition_mean
155.0,-4.191633300239588,,0.8498583660090708,,,0.2,20.0,Calibrated 1D,condition_mean
160.0,-4.191633300239588,,0.7403816347883967,,,0.2,20.0,Calibrated 1D,condition_mean
165.0,-4.191633300239588,,0.636970291055694,,,0.2,20.0,Calibrated 1D,condition_mean
170.0,-4.191633300239588,,0.5391411160338095,,,0.2,20.0,Calibrated 1D,condition_mean
2.0,-10.292683422215797,,-1.8660499476244579,,,0.2,20.0,Calibrated 2D,condition_mean
3.0,-10.241355287515747,,-0.715487682733043,,,0.2,20.0,Calibrated 2D,condition_mean
4.0,-10.171523880412092,,0.3890735413891857,,,0.2,20.0,Calibrated 2D,condition_mean
5.0,-10.084462127499064,,1.4456095599208334,,,0.2,20.0,Calibrated 2D,condition_mean
6.0,-9.981480944950453,,2.4526401417584216,,,0.2,20.0,Calibrated 2D,condition_mean
7.0,-9.863908616651905,,3.4091891830218675,,,0.2,20.0,Calibrated 2D,condition_mean
8.0,-9.733072567391554,,4.314740239270803,,,0.2,20.0,Calibrated 2D,condition_mean
