subsetSlug,deviceSubsetSlug,deviceSubsetLabel,syntheticId,metric,rmsDiffAcrossClampGrid,meanAbsDiffAcrossClampGrid,maxAbsDiffAcrossClampGrid
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0014,w_motor_prior,0.003066856867220953,0.002154811964400087,0.006077804063667036
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0014,beta_lr_times_w_visual,0.0009385292406617072,0.0006812849642312616,0.0018407737920206058
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0014,alpha_retention_minus_lr_times_w_proprioceptive,9.635475866755024e-05,6.484100576921448e-05,0.00019395859911919278
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0015,w_visual,0.0027280134634007627,0.002066131413859147,0.00435567963278749
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0015,w_proprioceptive,0.0038937299724699174,0.003046281113394951,0.007057284798614533
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0015,w_motor_prior,0.00655631765190153,0.004825169346690989,0.011076711572252762
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0015,beta_lr_times_w_visual,0.0008392743761527204,0.0007141066828791186,0.0012736738730972919
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0015,alpha_retention_minus_lr_times_w_proprioceptive,0.0008506560578474774,0.000587862179608073,0.0016175042022392727
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0015,w_visual,0.003044465972880481,0.002394721970470772,0.004905269069405582
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0015,w_proprioceptive,0.002935715953398691,0.0024124423767209052,0.005055328260062483
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0015,w_motor_prior,0.005882095430591784,0.004642795606309289,0.008838845109746751
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0015,beta_lr_times_w_visual,0.0009095214467234382,0.0007958197973320699,0.0013880781362078654
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0015,alpha_retention_minus_lr_times_w_proprioceptive,0.0005992057188082425,0.0004224472883253283,0.001102844388479407
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0016,w_visual,0.004123374890632283,0.003102721825809576,0.008545736100940782
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0016,w_proprioceptive,0.0133865028813892,0.011436708198933613,0.01919009271461644
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0016,w_motor_prior,0.016146804900867704,0.014430666004046067,0.020809113641360066
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0016,beta_lr_times_w_visual,0.0007548575116179724,0.0004892761157636186,0.0015536503917764621
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0016,alpha_retention_minus_lr_times_w_proprioceptive,0.0004144727902703852,0.0003651284408750788,0.0006019649643486114
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0016,w_visual,0.0037866815979034473,0.0027554747696627796,0.007193686627144924
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0016,w_proprioceptive,0.01163592804413077,0.010439925672454293,0.015860791792821738
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0016,w_motor_prior,0.014030766375385558,0.01309012387987586,0.01694410654901113
