subsetSlug,subsetLabel,syntheticId,model,parameter,trueValue,recoveredValue,error,absError
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0004,MeanTimeseriesCausalInf,c,0.09546101053997298,0.018692336281819124,-0.07676867425815385,0.07676867425815385
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0004,MeanTimeseriesCausalInf,retention,0.9930186455557763,0.9532554133989168,-0.03976323215685951,0.03976323215685951
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0004,MeanTimeseriesCausalInf,lr,0.8188847764145178,0.2837747113429727,-0.5351100650715451,0.5351100650715451
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0005,MeanTimeseriesCausalInf,senseVar_mouse,2590.6377489611805,2577.2301698050605,-13.407579156119937,13.407579156119937
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0005,MeanTimeseriesCausalInf,senseVar_trackpad,651.4666125291495,643.1355214363781,-8.33109109277143,8.33109109277143
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0005,MeanTimeseriesCausalInf,c,0.46593819408475723,0.545102977085696,0.07916478300093877,0.07916478300093877
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0005,MeanTimeseriesCausalInf,retention,0.9497804162412244,0.9521376092544753,0.00235719301325088,0.00235719301325088
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0005,MeanTimeseriesCausalInf,lr,0.8866239453357985,1.0,0.11337605466420153,0.11337605466420153
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0006,MeanTimeseriesCausalInf,senseVar_mouse,749.1903336058615,749.7792087820972,0.5888751762356605,0.5888751762356605
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0006,MeanTimeseriesCausalInf,senseVar_trackpad,3878.180926208,3880.1657764225747,1.9848502145746352,1.9848502145746352
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0006,MeanTimeseriesCausalInf,c,0.19840295836878388,0.20567689767650646,0.007273939307722577,0.007273939307722577
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0006,MeanTimeseriesCausalInf,retention,0.9773659303177027,0.9772578386508746,-0.0001080916668281251,0.0001080916668281251
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0006,MeanTimeseriesCausalInf,lr,0.9631403839871429,1.0,0.036859616012857144,0.036859616012857144
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0007,MeanTimeseriesCausalInf,senseVar_mouse,3195.9798508445588,3180.1972838632933,-15.782566981265518,15.782566981265518
joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesCausalInf_0007,MeanTimeseriesCausalInf,senseVar_trackpad,3576.1492937843286,3583.650608954277,7.501315169948157,7.501315169948157
