subsetSlug,metric,nFits,medianRmsDiff,maxRmsDiff,medianMaxAbsDiff
joint_devices,alpha_retention_minus_lr_times_w_proprioceptive,20,0.000627544157517629,0.0063860320073098244,0.0011109056150533925
joint_devices,beta_lr_times_w_visual,20,0.001106772381075522,0.008071382049158363,0.0017347493483351184
joint_devices,w_motor_prior,20,0.007721860005672977,0.057464329582608484,0.013764339165723193
joint_devices,w_proprioceptive,20,0.00678190252853352,0.04716074785213538,0.011171968270599585
joint_devices,w_visual,20,0.0030730265719889176,0.019248486726287425,0.005421389292824819
