subsetSlug,deviceSubsetSlug,deviceSubsetLabel,syntheticId,clamp,metric,trueValue,recoveredValue,error,absError
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,2.0,alpha,0.9867447242407905,0.9866505469341246,-9.417730666594348e-05,9.417730666594348e-05
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,2.0,beta,0.2120376829542392,0.21366543164085136,0.0016277486866121682,0.0016277486866121682
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,5.0,alpha,0.9856956091551075,0.9855997329378627,-9.587621724471695e-05,9.587621724471695e-05
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,5.0,beta,0.20956423665123747,0.21113206304059765,0.0015678263893601774,0.0015678263893601774
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,10.0,alpha,0.983901755813256,0.9838011452247764,-0.00010061058847965487,0.00010061058847965487
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,10.0,beta,0.20533495811251476,0.20679591444213496,0.0014609563296202055,0.0014609563296202055
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,20.0,alpha,0.980182708769174,0.9800674667552728,-0.0001152420139012289,0.0001152420139012289
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,20.0,beta,0.19656674641924324,0.19779452710647588,0.0012277806872326436,0.0012277806872326436
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,50.0,alpha,0.9686450920269535,0.9684773793210648,-0.00016771270588866738,0.00016771270588866738
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,50.0,beta,0.16936508297360206,0.16985241395945608,0.0004873309858540176,0.0004873309858540176
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,100.0,alpha,0.9510661209715552,0.9508950338055525,-0.00017108716600267027,0.00017108716600267027
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,100.0,beta,0.12792001983332799,0.12746378742205705,-0.00045623241127093483,0.00045623241127093483
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,135.0,alpha,0.9411462083098153,0.9410474087543726,-9.87995554426746e-05,9.87995554426746e-05
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,135.0,beta,0.10453233659998214,0.10372251239100297,-0.000809824208979168,0.000809824208979168
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0004,170.0,alpha,0.933206978769203,0.9332147481615948,7.769392391776542e-06,7.769392391776542e-06
