candidateModel,parameterization,negLogLik,rmse,elapsedSeconds,nRows,nParams,AIC,BIC,recovered_propVar_mouse,recovered_propVar_trackpad,recovered_visVarSlope,recovered_retention,recovered_lr,recovered_raw_propVar_mouse,recovered_raw_propVar_trackpad,recovered_raw_visVarSlope,recovered_raw_retention,recovered_raw_lr,recovered_raw_visVarInt,recovered_visVarInt,recovered_raw_motorVar_mouse,recovered_motorVar_mouse,recovered_raw_motorVar_trackpad,recovered_motorVar_trackpad,subsetSlug,subsetLabel,syntheticId,drawIndex,generatingModel,true_propVar_mouse,true_propVar_trackpad,true_visVarSlope,true_retention,true_lr,true_raw_propVar_mouse,true_raw_propVar_trackpad,true_raw_visVarSlope,true_raw_retention,true_raw_lr,true_raw_visVarInt,true_visVarInt,true_raw_motorVar_mouse,true_motorVar_mouse,true_raw_motorVar_trackpad,true_motorVar_trackpad,fitSeed,recovered_senseVar_mouse,recovered_senseVar_trackpad,recovered_c,recovered_raw_senseVar_mouse,recovered_raw_senseVar_trackpad,recovered_raw_c,true_senseVar_mouse,true_senseVar_trackpad,true_c,true_raw_senseVar_mouse,true_raw_senseVar_trackpad,true_raw_c
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,67647.98225484241,7.313178848550741,179.01877480000257,20800,5,135305.96450968483,135345.67805101327,620.2253335603076,250.32918915115084,0.6492650901814836,0.9938415704920024,0.09972176673590306,620.2253335603076,250.32918915115084,0.6492650901814836,0.9938415704920024,0.09972176673590306,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0016,16,MeanTimeseriesVectorBCC,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,141177183,,,,,,,,,,,,
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,78315.5887911359,9.383406483293236,359.2439718999958,20800,5,156641.1775822718,156680.89112360025,,,,0.9863355131533381,0.17305670464712639,,,,0.9863355131533381,0.17305670464712639,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0016,16,MeanTimeseriesVectorBCC,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1083912541,505.6574088406511,123.58868141930115,0.05758305685306696,505.6574088406511,123.58868141930115,0.05758305685306696,,,,,,
MeanTimeseriesVectorBCC,joint_device_fixed_motorVar,65988.7393176359,7.053846106197711,904.0493266000121,20800,5,131987.4786352718,132027.19217660025,226.3012883701575,83.20981354714785,0.3503507970616648,0.9984247528812836,0.0750151097931198,226.3012883701575,83.20981354714785,0.3503507970616648,0.9984247528812836,0.0750151097931198,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0016,16,MeanTimeseriesVectorBCC,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,251.02198040205374,89.433647521489,0.3641396512956955,0.997993940868502,0.07670095622560409,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1628339390,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,69456.2180767405,7.556785767323007,149.14392239999142,20800,5,138922.436153481,138962.14969480943,1000.0,536.0356511275944,0.4306365452970245,0.9722453881241246,0.11683998265612758,1000.0,536.0356511275944,0.4306365452970245,0.9722453881241246,0.11683998265612758,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0017,17,MeanTimeseriesVectorBCC,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1074407037,,,,,,,,,,,,
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,73256.68474779514,8.533827646864705,243.06338359997608,20800,5,146523.36949559028,146563.08303691872,,,,0.957584027772006,1.0,,,,0.957584027772006,1.0,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0017,17,MeanTimeseriesVectorBCC,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1019238529,1950.7507262876711,976.2276054324852,0.19933434373614312,1950.7507262876711,976.2276054324852,0.19933434373614312,,,,,,
MeanTimeseriesVectorBCC,joint_device_fixed_motorVar,66073.25659947086,7.075915798508319,581.5128925999743,20800,5,132156.5131989417,132196.22674027015,293.14779287640266,105.91951470968368,0.19817812258733988,0.9784120336566456,0.0853157755904761,293.14779287640266,105.91951470968368,0.19817812258733988,0.9784120336566456,0.0853157755904761,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0017,17,MeanTimeseriesVectorBCC,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,349.07502888580194,120.85427227188896,0.2066108739818248,0.9779317167018006,0.08536337585939814,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1442199209,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,93596.45563955564,9.775391173495331,177.14411100000143,20800,5,187202.9112791113,187242.62482043973,381.95600544606737,540.4753699995118,0.2620886021029871,0.9770167642874005,0.24888254165943333,381.95600544606737,540.4753699995118,0.2620886021029871,0.9770167642874005,0.24888254165943333,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0018,18,MeanTimeseriesVectorBCC,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,961304472,,,,,,,,,,,,
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,127335.49523199684,15.792251775243953,241.2728628999903,20800,5,254680.9904639937,254720.70400532213,,,,0.9564215725183552,1.0,,,,0.9564215725183552,1.0,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0018,18,MeanTimeseriesVectorBCC,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,2058254276,2946.905536340689,2863.810478883808,0.08094630953490616,2946.905536340689,2863.810478883808,0.08094630953490616,,,,,,
MeanTimeseriesVectorBCC,joint_device_fixed_motorVar,65933.58962415825,7.046944446389919,707.1192682999827,20800,5,131877.1792483165,131916.89278964495,652.7293462229027,353.3524620139067,0.0497012709476415,0.9823463312111764,0.20610192399944652,652.7293462229027,353.3524620139067,0.0497012709476415,0.9823463312111764,0.20610192399944652,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0018,18,MeanTimeseriesVectorBCC,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,645.7126494759169,339.9433423665252,0.049287238436573864,0.9827612399098944,0.20214759942607372,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,1815261620,,,,,,,,,,,,
MeanTimeseriesBaseBCC,joint_device_fixed_motorVar,68862.29673410872,7.470809588404195,156.08027420000872,20800,5,137734.59346821744,137774.30700954588,484.3189760878949,1000.0,0.493550216836564,0.9517141564275261,0.28044293171865725,484.3189760878949,1000.0,0.493550216836564,0.9517141564275261,0.28044293171865725,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0019,19,MeanTimeseriesVectorBCC,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,46737665,,,,,,,,,,,,
MeanTimeseriesCausalInf,joint_device_fixed_motorVar,76053.61922317761,8.975631328580034,301.18467349998537,20800,5,152117.23844635522,152156.95198768366,,,,0.9289110240490427,1.0,,,,0.9289110240490427,1.0,,,,,,,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0019,19,MeanTimeseriesVectorBCC,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,974126028,982.3292408909757,941.8696991808954,0.10362137480298465,982.3292408909757,941.8696991808954,0.10362137480298465,,,,,,
MeanTimeseriesVectorBCC,joint_device_fixed_motorVar,65922.63551061547,7.058538178896885,1028.4643011000007,20800,5,131855.27102123093,131894.98456255937,165.04500661752692,175.19723422108106,0.2407938920709267,0.9614181329827121,0.22590565685095626,165.04500661752692,175.19723422108106,0.2407938920709267,0.9614181329827121,0.22590565685095626,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,joint_devices,Mouse + Trackpad joint,joint_devices_MeanTimeseriesVectorBCC_0019,19,MeanTimeseriesVectorBCC,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,179.7344293863759,192.31097771738126,0.24834214150854364,0.9598795239744567,0.23029136464563515,1.853,1.853,81.42877507299032,81.42877507299032,43.75327994968318,43.75327994968318,237508586,,,,,,,,,,,,
