plotSubsetSlug,plotSubsetLabel,metric,n,correlation,bias,mae,rmse
joint_devices,Mouse + Trackpad joint,alpha,20,0.9972887025702737,0.0008084130578350692,0.0011317648983020967,0.0019649546743566518
joint_devices,Mouse + Trackpad joint,beta,20,0.9997321453983679,-0.000125515240076895,0.001126485135927545,0.0014671769465429785
