series_id,series_label,source_paper,source_year,source_doi,source_experiment,group_id,source_file,subject_id,perturbation_size_deg,extent_window,subject_mean_extent_deg
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s16,3.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,29.15309609574354
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s17,3.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,17.524087339490798
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s18,3.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,31.735293855987035
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s19,3.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,46.74644808826221
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s20,3.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,29.32689024024196
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s01,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s02,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,29.98097990610741
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s03,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,23.06877795764282
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s04,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,39.89616555191599
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s05,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,29.484395553271217
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s06,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,26.81239390020555
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s07,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,14.147038938113594
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s08,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,8.677825792039087
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s09,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,15.522942248751791
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s10,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,34.21029836168802
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s11,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,24.1065100373342
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s12,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,39.910365659073655
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s13,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,27.1187648230392
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s14,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,13.566333810043979
