n,mean,sd,sem,ci_low,ci_high,median,q25,q75,min,max,range_label,phase,n_participants,positive_fraction,negative_fraction,near_zero_fraction_abs_5deg
388,-0.9096956941270337,8.661100937181045,0.4397007811200984,-1.7741970167160583,-0.04519437153800898,-0.3141860961914057,-3.1214995384216295,1.975840759277344,-54.04720382690429,74.33410034179687,High error (135-170 deg),Baseline,97,0.09536082474226804,0.15206185567010308,0.7525773195876289
388,-0.6134847302047403,16.138684168957635,0.8193175540626891,-2.2243554393794334,0.997385978969953,-0.6743326187133822,-9.518642759323122,7.7601716995239265,-117.00888900756836,57.45098533630371,High error (135-170 deg),Late adaptation,97,0.33505154639175255,0.3865979381443299,0.27835051546391754
