ppid,clamp_magnitude,group,pointer,value
47219052677,5,2,Trackpad,23.643583679199224
485655207419,5,2,Mouse,34.074420580267905
490372725762,5,2,Trackpad,31.49217414855957
497830706648,5,2,Trackpad,6.621537590026854
499781516147,5,2,Mouse,31.982393074035645
514699809951,5,2,Mouse,27.684651184082032
524084624601,5,2,Mouse,28.667648208141326
526591815054,5,2,Mouse,15.07568550109863
560719192726,5,2,Trackpad,17.752577209472662
568911038571,5,2,Mouse,-23.00255432128906
571510386420,5,2,Mouse,4.877459716796883
607190310023,5,2,Mouse,40.92959060668946
610091723036,5,2,Mouse,5.4855545043945275
616859448142,5,2,Mouse,27.665033721923823
662896639900,5,2,Mouse,-65.7925222247839
665972822112,5,2,Mouse,13.258795166015627
706570674898,5,2,Trackpad,13.255630493164062
711049351608,5,2,Trackpad,39.0939437866211
747682140674,5,2,Trackpad,25.27761764526366
75254959287,5,2,Trackpad,2.375360107421881
758610083023,5,2,Trackpad,16.85933837890625
764955634018,5,2,Mouse,-0.015147018432615057
781632843660,5,2,Mouse,64.30029239654542
788534438470,5,2,Trackpad,7.6896041870117156
802470273105,5,2,Trackpad,0.47708854675292917
818668159889,5,2,Mouse,26.657407966256148
841781280934,5,2,Trackpad,31.302425384521484
856257066596,5,2,Trackpad,47.80993423461914
881636635866,5,2,Mouse,33.40927415341139
928185260389,5,2,Mouse,22.469996643066402
982309131650,5,2,Trackpad,4.152331161499022
993634722428,5,2,Trackpad,36.47248153686524
141579159069,7,2,Trackpad,34.355525970458984
157286867732,7,2,Trackpad,48.42826690673828
18545178463,7,2,Trackpad,2.11083869934082
244346351129,7,2,Mouse,13.506944465637208
281449537957,7,2,Trackpad,20.31936721801758
286533593898,7,2,Mouse,34.37709197998047
307390059111,7,2,Mouse,21.731991577148438
314751828555,7,2,Trackpad,56.34280853271484
340447094989,7,2,Mouse,-2.361566925048831
363396258093,7,2,Mouse,39.701757812500006
372881010640,7,2,Mouse,32.23143463134765
413611575961,7,2,Trackpad,52.438489532470705
42404767125,7,2,Trackpad,17.269204711914064
424813729943,7,2,Mouse,0.5231013059616142
450325436890,7,2,Mouse,-6.322681522369384
453578034881,7,2,Mouse,5.369483184814444
455088283633,7,2,Trackpad,22.837332534790043
47219052677,7,2,Trackpad,29.45641632080078
485655207419,7,2,Mouse,4.964984130859378
490372725762,7,2,Trackpad,33.66574666798114
497830706648,7,2,Trackpad,-29.11629276275635
499781516147,7,2,Mouse,30.17016448974608
514699809951,7,2,Mouse,34.51618270874023
524084624601,7,2,Mouse,26.26112213134767
526591815054,7,2,Mouse,-7.618490600585941
560719192726,7,2,Trackpad,21.872254180908207
568911038571,7,2,Mouse,31.555525875091554
571510386420,7,2,Mouse,22.636463165283203
607190310023,7,2,Mouse,48.37378742694855
610091723036,7,2,Mouse,47.15798110961914
616859448142,7,2,Mouse,14.156725025177002
662896639900,7,2,Mouse,-26.021645855903625
665972822112,7,2,Mouse,3.513264369964598
706570674898,7,2,Trackpad,13.300724792480477
711049351608,7,2,Trackpad,32.09949188232422
747682140674,7,2,Trackpad,20.64057502746582
75254959287,7,2,Trackpad,17.685840606689453
758610083023,7,2,Trackpad,29.138668650388716
764955634018,7,2,Mouse,41.422886261343955
781632843660,7,2,Mouse,16.048447751998896
788534438470,7,2,Trackpad,-1.833155059814453
802470273105,7,2,Trackpad,-52.73483772277832
818668159889,7,2,Mouse,33.044646316766745
841781280934,7,2,Trackpad,29.868164503574366
856257066596,7,2,Trackpad,37.673024749755854
881636635866,7,2,Mouse,24.45572633743286
928185260389,7,2,Mouse,32.326174926757815
982309131650,7,2,Trackpad,-12.68510284423829
993634722428,7,2,Trackpad,39.6727767944336
141579159069,10,2,Trackpad,33.52135848999022
157286867732,10,2,Trackpad,50.53369979858398
18545178463,10,2,Trackpad,30.426651000976562
244346351129,10,2,Mouse,-6.842254066467288
281449537957,10,2,Trackpad,13.9357307434082
286533593898,10,2,Mouse,8.030125427246094
307390059111,10,2,Mouse,27.551587677001955
314751828555,10,2,Trackpad,73.89036536216736
340447094989,10,2,Mouse,16.609683990478516
363396258093,10,2,Mouse,52.35222396850586
372881010640,10,2,Mouse,10.02540988922119
413611575961,10,2,Trackpad,81.47478513717651
42404767125,10,2,Trackpad,31.332957458496093
424813729943,10,2,Mouse,-23.83285651206969
450325436890,10,2,Mouse,5.804408264160152
453578034881,10,2,Mouse,1.5280639648437444
455088283633,10,2,Trackpad,10.712776184082031
47219052677,10,2,Trackpad,28.702172851562505
485655207419,10,2,Mouse,26.19986915588379
490372725762,10,2,Trackpad,49.30557250976562
497830706648,10,2,Trackpad,10.682124090194705
499781516147,10,2,Mouse,61.24325408935547
514699809951,10,2,Mouse,44.211105346679695
524084624601,10,2,Mouse,32.657419586181646
526591815054,10,2,Mouse,12.888654518127442
560719192726,10,2,Trackpad,7.806405067443848
568911038571,10,2,Mouse,-2.940927839279177
571510386420,10,2,Mouse,32.56593399047851
607190310023,10,2,Mouse,46.20358867645264
610091723036,10,2,Mouse,48.84179882854224
616859448142,10,2,Mouse,32.658151626586914
662896639900,10,2,Mouse,42.11959284543991
665972822112,10,2,Mouse,42.590660284459595
706570674898,10,2,Trackpad,18.95642776489258
711049351608,10,2,Trackpad,32.76063816100359
747682140674,10,2,Trackpad,31.989556884765626
75254959287,10,2,Trackpad,7.710230541229248
758610083023,10,2,Trackpad,14.537531852722168
764955634018,10,2,Mouse,3.884135437011719
781632843660,10,2,Mouse,-0.7621728658676155
788534438470,10,2,Trackpad,10.983445739746093
802470273105,10,2,Trackpad,57.17877197265625
818668159889,10,2,Mouse,36.425617218017585
841781280934,10,2,Trackpad,52.183267211914064
856257066596,10,2,Trackpad,35.8705436706543
881636635866,10,2,Mouse,32.58852691650391
928185260389,10,2,Mouse,37.01263160705567
982309131650,10,2,Trackpad,7.019023132324219
993634722428,10,2,Trackpad,36.34908599853516
139654613099,15,3,Mouse,37.99931900501251
141351339407,15,3,Trackpad,45.58946914672852
158240405377,15,3,Mouse,33.31885681152344
193100401433,15,3,Mouse,-4.299386596679687
219942741794,15,3,Mouse,17.521525573730464
263290655799,15,3,Trackpad,23.889492493867873
287971476791,15,3,Mouse,16.871992279501516
306810469599,15,3,Mouse,4.359578323364259
311279476853,15,3,Mouse,38.53726959228515
311518904287,15,3,Mouse,51.35598543137313
37013057852,15,3,Mouse,12.275882720947271
370640644570,15,3,Mouse,19.128999972343443
383627469185,15,3,Trackpad,-9.364589691162113
390771680977,15,3,Trackpad,-34.09551830291748
398109816713,15,3,Mouse,73.3784775108099
401611892739,15,3,Trackpad,65.45162811279297
435751852346,15,3,Trackpad,20.380166435241698
456157590029,15,3,Mouse,28.095456695556642
466178274480,15,3,Trackpad,29.546977233886718
510743529302,15,3,Trackpad,19.16272392272949
519645490683,15,3,Mouse,14.358861216902735
549389360938,15,3,Trackpad,17.27736873626709
564938298193,15,3,Trackpad,14.78336296081543
572670224355,15,3,Mouse,16.078790229558955
577084825607,15,3,Trackpad,53.613428539037706
591787668410,15,3,Mouse,44.21671795248985
624015980400,15,3,Trackpad,33.58978805541993
62472867313,15,3,Mouse,47.334728240966804
625553694320,15,3,Mouse,29.11072540283203
657277573598,15,3,Trackpad,6.6766585350036625
669404158834,15,3,Trackpad,25.574197387695307
676818776410,15,3,Trackpad,12.986444473266598
726770222419,15,3,Trackpad,28.671401596069337
748730017803,15,3,Mouse,51.71899871826173
767939159879,15,3,Mouse,49.605796813964844
774480707012,15,3,Mouse,40.559121704101564
787634621141,15,3,Mouse,1.4063438415527327
797606508946,15,3,Mouse,32.27872686386108
81350229447,15,3,Trackpad,3.315189361572267
822554411599,15,3,Mouse,60.89866943359375
871067946078,15,3,Trackpad,-13.094150161743164
914192695869,15,3,Trackpad,6.498990631103513
917476948583,15,3,Trackpad,31.924425935745234
922666165279,15,3,Trackpad,15.21832046508789
924573419382,15,3,Trackpad,132.2570373535156
928426922298,15,3,Trackpad,72.54369888305663
950401282636,15,3,Mouse,34.604861450195315
964304241118,15,3,Mouse,4.910952758789071
96435749437,15,3,Mouse,66.43612999692559
986917736241,15,3,Mouse,24.7767936706543
139654613099,25,3,Mouse,42.83549880981445
141351339407,25,3,Trackpad,43.41954142302274
158240405377,25,3,Mouse,34.52907018661499
193100401433,25,3,Mouse,12.27327995300293
219942741794,25,3,Mouse,33.35758590698242
263290655799,25,3,Trackpad,17.013736724853516
287971476791,25,3,Mouse,31.682255781359142
306810469599,25,3,Mouse,39.99576034545898
311279476853,25,3,Mouse,47.01195526123047
311518904287,25,3,Mouse,56.98709335327148
37013057852,25,3,Mouse,11.406761932373048
370640644570,25,3,Mouse,27.34793436527253
383627469185,25,3,Trackpad,1.2319686889648385
390771680977,25,3,Trackpad,-15.168391227722163
398109816713,25,3,Mouse,67.0330753326416
401611892739,25,3,Trackpad,108.03876056671143
435751852346,25,3,Trackpad,-5.6153297424316335
456157590029,25,3,Mouse,41.00480308532715
466178274480,25,3,Trackpad,36.098140430450435
510743529302,25,3,Trackpad,23.016329193115237
519645490683,25,3,Mouse,57.22449116706848
549389360938,25,3,Trackpad,40.1327651977539
564938298193,25,3,Trackpad,27.245689392089844
572670224355,25,3,Mouse,28.665308970212937
577084825607,25,3,Trackpad,37.21912841796875
591787668410,25,3,Mouse,-13.969685500860214
624015980400,25,3,Trackpad,14.143266296386722
62472867313,25,3,Mouse,51.21019439697265
625553694320,25,3,Mouse,23.85049934387207
657277573598,25,3,Trackpad,11.492247390747071
669404158834,25,3,Trackpad,49.127983945608136
676818776410,25,3,Trackpad,-2.067197418212891
726770222419,25,3,Trackpad,33.66926670074463
748730017803,25,3,Mouse,45.523729705810545
767939159879,25,3,Mouse,49.22851691246033
774480707012,25,3,Mouse,45.2581901550293
787634621141,25,3,Mouse,18.981413269042967
797606508946,25,3,Mouse,9.023250198364257
81350229447,25,3,Trackpad,37.31671905517579
822554411599,25,3,Mouse,52.121124267578125
871067946078,25,3,Trackpad,2.6385169982910157
914192695869,25,3,Trackpad,26.29825210571289
917476948583,25,3,Trackpad,3.259287881851197
922666165279,25,3,Trackpad,-3.1046676635742143
924573419382,25,3,Trackpad,-28.555058670043945
928426922298,25,3,Trackpad,81.64022159576416
950401282636,25,3,Mouse,29.38854370117188
964304241118,25,3,Mouse,27.112454414367676
96435749437,25,3,Mouse,45.095951080322266
986917736241,25,3,Mouse,41.411701965332036
139654613099,35,3,Mouse,72.53050918579102
141351339407,35,3,Trackpad,29.95987014770508
158240405377,35,3,Mouse,31.742592048645015
193100401433,35,3,Mouse,7.802353477478029
219942741794,35,3,Mouse,32.62588405609131
263290655799,35,3,Trackpad,41.88247070312501
287971476791,35,3,Mouse,-5.874105341294232
306810469599,35,3,Mouse,28.40367379784584
311279476853,35,3,Mouse,30.55053844451904
311518904287,35,3,Mouse,34.95805130004884
37013057852,35,3,Mouse,2.818070220947265
370640644570,35,3,Mouse,-52.9223137140274
383627469185,35,3,Trackpad,26.38325138092041
390771680977,35,3,Trackpad,-21.307799053192138
398109816713,35,3,Mouse,-19.470538187026982
401611892739,35,3,Trackpad,132.6511001586914
435751852346,35,3,Trackpad,40.35286340713501
456157590029,35,3,Mouse,64.54043366909028
466178274480,35,3,Trackpad,16.94281921386719
510743529302,35,3,Trackpad,10.94726715087891
519645490683,35,3,Mouse,-9.25946971103549
549389360938,35,3,Trackpad,41.82625274658202
564938298193,35,3,Trackpad,20.371128845214844
572670224355,35,3,Mouse,33.80541915893555
577084825607,35,3,Trackpad,44.46696166992187
591787668410,35,3,Mouse,-11.386014580726629
624015980400,35,3,Trackpad,28.71510009765625
62472867313,35,3,Mouse,43.88738174438477
625553694320,35,3,Mouse,28.09723358154297
657277573598,35,3,Trackpad,14.54223175048829
669404158834,35,3,Trackpad,29.00191798210144
676818776410,35,3,Trackpad,19.736116027832033
726770222419,35,3,Trackpad,54.49936009645462
748730017803,35,3,Mouse,51.659440231323245
767939159879,35,3,Mouse,47.76680526733399
774480707012,35,3,Mouse,47.71004488170147
787634621141,35,3,Mouse,28.70926426649094
797606508946,35,3,Mouse,32.9386447429657
81350229447,35,3,Trackpad,15.740174746513366
822554411599,35,3,Mouse,47.54849472045898
871067946078,35,3,Trackpad,20.19328904151916
914192695869,35,3,Trackpad,-3.743141937255859
917476948583,35,3,Trackpad,18.51193771362305
922666165279,35,3,Trackpad,-11.377952194213867
924573419382,35,3,Trackpad,42.51536636352539
928426922298,35,3,Trackpad,69.25494613647462
950401282636,35,3,Mouse,31.217027378082275
964304241118,35,3,Mouse,35.82886320352554
96435749437,35,3,Mouse,67.90242290496826
986917736241,35,3,Mouse,48.84176254272461
139654613099,45,3,Mouse,46.604726409912104
141351339407,45,3,Trackpad,42.98970184326172
158240405377,45,3,Mouse,31.430550657212727
193100401433,45,3,Mouse,-4.803162384033206
219942741794,45,3,Mouse,44.294333648681636
263290655799,45,3,Trackpad,36.86027450561524
287971476791,45,3,Mouse,-2.119145112879136
306810469599,45,3,Mouse,13.99324111938476
311279476853,45,3,Mouse,46.508136987034234
311518904287,45,3,Mouse,58.59705715179443
37013057852,45,3,Mouse,34.61176164150238
370640644570,45,3,Mouse,71.66217010021208
383627469185,45,3,Trackpad,23.24074020385742
390771680977,45,3,Trackpad,-31.24325523376465
398109816713,45,3,Mouse,27.446327471733092
401611892739,45,3,Trackpad,48.00251808166504
435751852346,45,3,Trackpad,2.181885528564454
456157590029,45,3,Mouse,32.201636505126956
466178274480,45,3,Trackpad,27.627622222900392
510743529302,45,3,Trackpad,0.7192462921142575
519645490683,45,3,Mouse,15.940101146697998
549389360938,45,3,Trackpad,50.56971586495638
564938298193,45,3,Trackpad,46.39814643859863
572670224355,45,3,Mouse,48.39917049407959
577084825607,45,3,Trackpad,30.78204002380371
591787668410,45,3,Mouse,-25.999265080690385
624015980400,45,3,Trackpad,30.765186309814453
62472867313,45,3,Mouse,38.31339940130711
625553694320,45,3,Mouse,11.841151905059814
657277573598,45,3,Trackpad,7.523110961914066
669404158834,45,3,Trackpad,55.243069076538085
676818776410,45,3,Trackpad,0.8682655334472715
726770222419,45,3,Trackpad,43.53502578735351
748730017803,45,3,Mouse,35.96046331822872
767939159879,45,3,Mouse,38.78980751037598
774480707012,45,3,Mouse,40.37050323486328
787634621141,45,3,Mouse,57.412887001037596
797606508946,45,3,Mouse,6.671583414077761
81350229447,45,3,Trackpad,20.255404663085937
822554411599,45,3,Mouse,52.983055114746094
871067946078,45,3,Trackpad,32.19860153198242
914192695869,45,3,Trackpad,13.725874900817868
917476948583,45,3,Trackpad,1.7231134414672855
922666165279,45,3,Trackpad,3.6886383056640595
924573419382,45,3,Trackpad,-122.32219161987305
928426922298,45,3,Trackpad,64.93995666503906
950401282636,45,3,Mouse,15.822503662109378
964304241118,45,3,Mouse,29.681954956054692
96435749437,45,3,Mouse,78.62461547851562
986917736241,45,3,Mouse,38.853611695766446
112768063321,20,4,,42.87064131498337
134751847945,20,4,Trackpad,2.350523567199705
156593167223,20,4,Mouse,39.5877326965332
204680910799,20,4,Mouse,44.234261739253995
211178143741,20,4,Mouse,39.30471791420132
211349502438,20,4,Mouse,53.29778060913086
219666297547,20,4,Trackpad,-20.832298278808594
230918759014,20,4,Trackpad,31.752529275417327
23243432166,20,4,Mouse,35.86849250793456
312810119008,20,4,Mouse,42.191279602050784
326328627765,20,4,Trackpad,-0.6280944824218693
342998198233,20,4,Trackpad,23.040195083618165
3512277966,20,4,Mouse,25.75095138549804
375371629837,20,4,Trackpad,16.59023590087891
394487149082,20,4,Trackpad,54.75919609069824
425971333170,20,4,Trackpad,36.12340488433838
432379164500,20,4,Mouse,29.84643440246582
466315876226,20,4,Trackpad,7.810142517089844
496473497245,20,4,Trackpad,30.254640960693358
498719011200,20,4,Mouse,33.58534622192383
507283287821,20,4,Trackpad,-10.28443489074707
554310866631,20,4,Mouse,41.08287048339844
554483397398,20,4,Mouse,37.16102430555556
559884942136,20,4,Trackpad,31.420420837402343
575425482820,20,4,Mouse,37.64746589660645
577336943708,20,4,Trackpad,-23.950027465820312
60516332508,20,4,Trackpad,43.71973133087158
609066119184,20,4,Trackpad,44.190085938572885
643459252314,20,4,Trackpad,41.36233138816898
65172413131,20,4,Mouse,27.801763916015624
654411478666,20,4,Mouse,35.68449630737305
660965892719,20,4,Trackpad,23.048392486572258
664917210582,20,4,Mouse,57.17237605452537
667250633006,20,4,Trackpad,34.15065460205078
68466946249,20,4,Trackpad,9.435831236839295
769001317210,20,4,Mouse,35.84914400577545
777654116973,20,4,Trackpad,6.48336563110352
780990068335,20,4,Trackpad,-4.3416450500488235
853101398795,20,4,Trackpad,21.212960815429675
86995724355,20,4,Mouse,27.4359751701355
875036525540,20,4,Trackpad,9.846560668945312
890093759633,20,4,Mouse,43.16515693664551
890450031962,20,4,Trackpad,10.9046630859375
894260352710,20,4,Trackpad,6.577577209472656
894596827216,20,4,Mouse,72.09441776275635
92512405244,20,4,Trackpad,13.233784484863282
942172447685,20,4,Mouse,47.62970657348633
942594251362,20,4,Mouse,61.30770416259766
993857921566,20,4,Mouse,25.422586059570317
995622965740,20,4,Mouse,35.20128402709961
112768063321,30,4,,51.80932846069336
134751847945,30,4,Trackpad,17.3792236328125
156593167223,30,4,Mouse,39.05059318542481
204680910799,30,4,Mouse,17.00325241088867
211178143741,30,4,Mouse,28.56315803527832
211349502438,30,4,Mouse,25.70338430404663
219666297547,30,4,Trackpad,14.576680755615234
230918759014,30,4,Trackpad,15.567924499511719
23243432166,30,4,Mouse,10.12325918674469
312810119008,30,4,Mouse,48.630313873291016
326328627765,30,4,Trackpad,-3.1840415954589787
342998198233,30,4,Trackpad,16.96673240661621
3512277966,30,4,Mouse,43.431173944473265
375371629837,30,4,Trackpad,12.309439086914072
394487149082,30,4,Trackpad,28.149948120117188
425971333170,30,4,Trackpad,33.60997085571289
432379164500,30,4,Mouse,24.693726348876954
466315876226,30,4,Trackpad,14.238052368164057
496473497245,30,4,Trackpad,51.98423957824707
498719011200,30,4,Mouse,32.4413178820163
507283287821,30,4,Trackpad,20.968236374855042
554310866631,30,4,Mouse,26.395584106445312
554483397398,30,4,Mouse,51.2164798312717
559884942136,30,4,Trackpad,12.299060440063474
575425482820,30,4,Mouse,42.31705942749978
577336943708,30,4,Trackpad,5.998457574844361
60516332508,30,4,Trackpad,23.615178680419916
609066119184,30,4,Trackpad,39.20927505493164
643459252314,30,4,Trackpad,26.710198974609376
65172413131,30,4,Mouse,27.065538024902345
654411478666,30,4,Mouse,35.77357743754983
660965892719,30,4,Trackpad,14.603439331054684
664917210582,30,4,Mouse,34.669525909423825
667250633006,30,4,Trackpad,41.235330200195314
68466946249,30,4,Trackpad,6.79344367980957
769001317210,30,4,Mouse,50.14711914062501
777654116973,30,4,Trackpad,11.40097179412842
780990068335,30,4,Trackpad,13.393849945068359
853101398795,30,4,Trackpad,-1.7826576232910143
86995724355,30,4,Mouse,40.120051574707034
875036525540,30,4,Trackpad,-3.4181175231933585
890093759633,30,4,Mouse,29.910762929916377
890450031962,30,4,Trackpad,43.997426986694336
894260352710,30,4,Trackpad,11.681138992309572
894596827216,30,4,Mouse,164.64988327026367
92512405244,30,4,Trackpad,-9.906838989257812
942172447685,30,4,Mouse,42.71504058837891
942594251362,30,4,Mouse,83.79282684326172
993857921566,30,4,Mouse,23.718490219116212
995622965740,30,4,Mouse,40.56965103149414
112768063321,40,4,,42.74825439453125
134751847945,40,4,Trackpad,-5.97576904296875
156593167223,40,4,Mouse,44.40979055166245
204680910799,40,4,Mouse,14.819193840026855
211178143741,40,4,Mouse,73.211314868927
211349502438,40,4,Mouse,36.46610895395279
219666297547,40,4,Trackpad,-12.189219665527341
230918759014,40,4,Trackpad,27.88945770263673
23243432166,40,4,Mouse,-6.257079315185544
312810119008,40,4,Mouse,26.076344299316407
326328627765,40,4,Trackpad,-2.017929840087891
342998198233,40,4,Trackpad,12.14445700645447
3512277966,40,4,Mouse,19.259338665008546
375371629837,40,4,Trackpad,16.332860565185538
394487149082,40,4,Trackpad,62.947040748596194
425971333170,40,4,Trackpad,79.76049485206605
432379164500,40,4,Mouse,32.28184204101562
466315876226,40,4,Trackpad,11.35594482421875
496473497245,40,4,Trackpad,25.113573002815247
498719011200,40,4,Mouse,42.059143567085265
507283287821,40,4,Trackpad,50.82964382171632
554310866631,40,4,Mouse,24.79674377441406
554483397398,40,4,Mouse,40.82652452256944
559884942136,40,4,Trackpad,32.33525161743164
575425482820,40,4,Mouse,33.79713439941407
577336943708,40,4,Trackpad,17.702622222900395
60516332508,40,4,Trackpad,40.278255462646484
609066119184,40,4,Trackpad,27.38096923828125
643459252314,40,4,Trackpad,33.74046287536621
65172413131,40,4,Mouse,44.39377080798149
654411478666,40,4,Mouse,16.73126564025879
660965892719,40,4,Trackpad,8.017646408081054
664917210582,40,4,Mouse,38.40790100097656
667250633006,40,4,Trackpad,45.711927795410155
68466946249,40,4,Trackpad,24.697192943096162
769001317210,40,4,Mouse,44.9736557006836
777654116973,40,4,Trackpad,32.75114059448242
780990068335,40,4,Trackpad,10.729034423828125
853101398795,40,4,Trackpad,16.31918869018555
86995724355,40,4,Mouse,31.905854797363283
875036525540,40,4,Trackpad,2.5701374053955073
890093759633,40,4,Mouse,33.20453414916991
890450031962,40,4,Trackpad,37.20318171521649
894260352710,40,4,Trackpad,3.1804412841796887
894596827216,40,4,Mouse,146.65048484802247
92512405244,40,4,Trackpad,-3.591886901855463
942172447685,40,4,Mouse,42.770049285888675
942594251362,40,4,Mouse,40.44815673828125
993857921566,40,4,Mouse,3.846144866943362
995622965740,40,4,Mouse,38.55995185300708
112768063321,50,4,,30.405557250976564
134751847945,50,4,Trackpad,9.807823181152344
156593167223,50,4,Mouse,23.102870941162113
204680910799,50,4,Mouse,49.078260040283205
211178143741,50,4,Mouse,1.399485182762146
211349502438,50,4,Mouse,47.98060150146485
219666297547,50,4,Trackpad,16.34989004135132
230918759014,50,4,Trackpad,7.778312683105478
23243432166,50,4,Mouse,1.028795146942138
312810119008,50,4,Mouse,29.46778953075409
326328627765,50,4,Trackpad,-3.7608722686767555
342998198233,50,4,Trackpad,29.59932174682617
3512277966,50,4,Mouse,32.909066390991214
375371629837,50,4,Trackpad,17.448852443695067
394487149082,50,4,Trackpad,26.352763366699218
425971333170,50,4,Trackpad,22.62233657836914
432379164500,50,4,Mouse,11.971078491210935
466315876226,50,4,Trackpad,-0.010177612304693006
496473497245,50,4,Trackpad,32.77143096923829
498719011200,50,4,Mouse,17.05454025268554
507283287821,50,4,Trackpad,22.3434965133667
554310866631,50,4,Mouse,24.72285327911377
554483397398,50,4,Mouse,46.47314707438151
559884942136,50,4,Trackpad,24.010084915161134
575425482820,50,4,Mouse,44.07804298400879
577336943708,50,4,Trackpad,-22.21938524246216
60516332508,50,4,Trackpad,35.60220379829406
609066119184,50,4,Trackpad,8.070351409912112
643459252314,50,4,Trackpad,51.16491088867188
65172413131,50,4,Mouse,45.17904815673829
654411478666,50,4,Mouse,47.73555946350098
660965892719,50,4,Trackpad,23.559142684936525
664917210582,50,4,Mouse,46.977877044677726
667250633006,50,4,Trackpad,61.094409954547885
68466946249,50,4,Trackpad,41.66443138122558
769001317210,50,4,Mouse,41.684979629516604
777654116973,50,4,Trackpad,47.50070548057556
780990068335,50,4,Trackpad,-3.1016408920288088
853101398795,50,4,Trackpad,10.815972518920898
86995724355,50,4,Mouse,42.41977996826173
875036525540,50,4,Trackpad,1.5003349304199234
890093759633,50,4,Mouse,27.731593322753906
890450031962,50,4,Trackpad,22.97051162719726
894260352710,50,4,Trackpad,-4.283920288085943
894596827216,50,4,Mouse,146.5557746887207
92512405244,50,4,Trackpad,-1.4407051086425782
942172447685,50,4,Mouse,45.96734957881273
942594251362,50,4,Mouse,69.6677670955658
993857921566,50,4,Mouse,-0.1497650146484379
995622965740,50,4,Mouse,44.57618255615235
115921796998,55,5,Mouse,15.131906107068062
149687730008,55,5,Mouse,28.370283317565917
175094375154,55,5,Mouse,-1.3158384323120105
177578993607,55,5,Trackpad,23.440602111816407
19706308376,55,5,Mouse,60.20360717773436
205160485114,55,5,Trackpad,3.234296417236325
232699431944,55,5,Mouse,69.28652291297912
234950867248,55,5,Mouse,19.24086685180664
238396474858,55,5,Trackpad,27.200924825668334
242302735568,55,5,Mouse,40.78215248733759
245267280377,55,5,Trackpad,32.50932159423828
284887481713,55,5,Mouse,66.80977630615234
320314205950,55,5,Mouse,-40.11248626708984
329580827848,55,5,Mouse,-2.051485443115233
353520557284,55,5,Mouse,22.169376373291012
366977208759,55,5,Trackpad,34.40824813842774
381467347498,55,5,Mouse,43.95852127075195
406984957400,55,5,Mouse,-7.087142181396482
415114416275,55,5,Mouse,43.92832039818168
437488567084,55,5,Mouse,33.61698818206787
46445406973,55,5,Mouse,12.525643920898437
466064047068,55,5,Mouse,27.25705642700195
488543499493,55,5,Mouse,30.752354431152344
501492992509,55,5,Trackpad,24.544130325317386
52190313348,55,5,Mouse,58.77183012962341
526302751153,55,5,Mouse,-8.98766796588898
529103524750,55,5,Trackpad,-6.414949893951416
563003797782,55,5,Mouse,30.226059722900384
57334981393,55,5,Mouse,54.18374786376953
593610742595,55,5,Mouse,7.0388206481933535
618976041208,55,5,Mouse,-10.189390945434571
686622809385,55,5,Mouse,32.17193953692913
716171277686,55,5,Trackpad,-1.4732475280761719
720725221093,55,5,Trackpad,25.543951416015624
740180686814,55,5,Mouse,23.525818824768066
75524589512,55,5,Trackpad,4.6335371971130375
782467008568,55,5,Trackpad,13.98111801147461
789176471764,55,5,Mouse,134.77950057983398
808518082136,55,5,Trackpad,17.338092041015624
814708099700,55,5,Trackpad,14.477997207641602
836360013578,55,5,Mouse,53.993892669677734
843157436931,55,5,Mouse,-26.38757877349854
863832141505,55,5,Trackpad,35.67544651031494
866262106690,55,5,Trackpad,31.423176574707032
879327289061,55,5,Mouse,-3.3180541992187544
91531718848,55,5,Mouse,51.58592205047607
965587163344,55,5,Mouse,35.455968683958055
994898098986,55,5,Trackpad,-14.257652282714838
115921796998,65,5,Mouse,35.64571743011474
149687730008,65,5,Mouse,43.44334205985069
175094375154,65,5,Mouse,21.118986129760735
177578993607,65,5,Trackpad,1.0634952545165988
19706308376,65,5,Mouse,49.2985357299447
205160485114,65,5,Trackpad,-11.848265075683596
232699431944,65,5,Mouse,37.9143726348877
234950867248,65,5,Mouse,13.446065711975098
238396474858,65,5,Trackpad,31.782052612304692
242302735568,65,5,Mouse,38.1423942565918
245267280377,65,5,Trackpad,32.559719467163085
284887481713,65,5,Mouse,42.42900390625
320314205950,65,5,Mouse,-125.48857192993164
329580827848,65,5,Mouse,10.0484489440918
353520557284,65,5,Mouse,19.593771171569824
366977208759,65,5,Trackpad,23.59266242980957
381467347498,65,5,Mouse,19.51824188232423
406984957400,65,5,Mouse,19.49022958278656
415114416275,65,5,Mouse,49.41891632080078
437488567084,65,5,Mouse,20.980664443969726
46445406973,65,5,Mouse,47.25414352416992
466064047068,65,5,Mouse,53.57094141356648
488543499493,65,5,Mouse,22.78138313293457
501492992509,65,5,Trackpad,-16.42191963195801
52190313348,65,5,Mouse,45.989722442626956
526302751153,65,5,Mouse,-44.54268956184387
529103524750,65,5,Trackpad,4.054843521118164
563003797782,65,5,Mouse,34.43379364013672
57334981393,65,5,Mouse,53.74765319824219
593610742595,65,5,Mouse,32.44414710998535
618976041208,65,5,Mouse,25.124777221679686
686622809385,65,5,Mouse,31.119474226236342
716171277686,65,5,Trackpad,5.23239288330079
720725221093,65,5,Trackpad,14.07013635635376
740180686814,65,5,Mouse,13.866530513763427
75524589512,65,5,Trackpad,16.195152282714844
782467008568,65,5,Trackpad,26.913682556152345
789176471764,65,5,Mouse,145.21856307983398
808518082136,65,5,Trackpad,12.392687988281262
814708099700,65,5,Trackpad,3.5914031982421903
