term,sum_sq,df_model,f_naive,p_value_naive,eta_sq,partial_eta_sq,eta_sq_ci_low,eta_sq_ci_high,partial_eta_sq_ci_low,partial_eta_sq_ci_high,wald_chi2,p_value_cluster,df_constraint,formula,n_rows,n_participants
C(bias_direction),13789.817785707715,2.0,36.3188947720807,4.057769988685788e-15,0.1637757880358337,0.16522189691535824,0.07092686153269018,0.28273971089267586,0.07322220852800196,0.2897526379024293,33.18448555554441,6.224156717961544e-08,2.0,late_adapt ~ C(bias_direction) + C(clamp_magnitude) + C(pointer),378,96
C(clamp_magnitude),730.2222769843692,7.0,0.5494916912123314,0.7966108602608402,0.008672538732048098,0.01037206078995238,0.0066643186274042,0.04975733133880661,0.008228212383065614,0.06023370139585204,7.285209095815454,0.39980030071151335,7.0,late_adapt ~ C(bias_direction) + C(clamp_magnitude) + C(pointer),378,96
C(pointer),6.73484221844041,1.0,0.03547574444263049,0.85070634986436,7.998685035311167e-05,9.665481073914319e-05,2.787307596257955e-06,0.01171267687122006,3.296598966033733e-06,0.014908222709009414,0.027831678429966332,0.8675051582129097,1.0,late_adapt ~ C(bias_direction) + C(clamp_magnitude) + C(pointer),378,96
Residual,69672.59272500154,367.0,,,,,,,,,,,,late_adapt ~ C(bias_direction) + C(clamp_magnitude) + C(pointer),378,96
