n,mean,sd,sem,ci_low,ci_high,median,q25,q75,min,max,range_label,phase,n_participants,positive_fraction,negative_fraction,near_zero_fraction_abs_5deg
396,1.0593739492122574,29.525073985540224,1.4836907926896972,-1.857544146211463,3.9762920446359775,0.45472564697265627,-2.7698041915893543,4.046876811981202,-174.72974243164063,173.16123962402344,Peak (15-50 deg),Baseline,99,0.20202020202020202,0.14898989898989898,0.648989898989899
396,28.54811130281304,26.49707895849696,1.3315283173599313,25.930342787558406,31.165879818067676,29.428166615962986,13.171949481964111,42.728792762756356,-122.32219161987304,164.64988327026367,Peak (15-50 deg),Late adaptation,99,0.8383838383838383,0.06313131313131314,0.09848484848484848
