ppid,clamp_magnitude,base_sd,n_baseline,pointer
205160485114,65,8.027570997649379,10,Trackpad
205160485114,75,5.068199516098543,10,Trackpad
205160485114,85,9.223951740518775,10,Trackpad
206032965332,95,3.3444849717737943,10,Trackpad
206032965332,105,4.4669418949530835,10,Trackpad
206032965332,115,9.589814551502274,10,Trackpad
206032965332,125,10.059888615682894,10,Trackpad
208917626878,60,2.4246952796401557,10,Trackpad
208917626878,70,10.693876009231213,10,Trackpad
208917626878,80,5.8086489776964,10,Trackpad
208917626878,90,4.926906968462508,10,Trackpad
211178143741,20,43.647172416801105,10,Mouse
211178143741,30,13.815332926330111,10,Mouse
211178143741,40,13.053900501227972,10,Mouse
211178143741,50,20.602950848759654,10,Mouse
211349502438,20,17.607142747301957,10,Mouse
211349502438,30,13.328657665157746,10,Mouse
211349502438,40,11.23807290320605,10,Mouse
211349502438,50,12.742724925051773,10,Mouse
211445384891,100,9.88788560392501,10,Mouse
211445384891,110,8.052454657817748,10,Mouse
211445384891,120,6.629102044526366,10,Mouse
211445384891,130,7.500720108895358,10,Mouse
211914503015,140,5.9044496228025025,10,Trackpad
211914503015,150,7.832552610009565,10,Trackpad
211914503015,160,7.056507521538272,10,Trackpad
211914503015,170,6.21485999936381,10,Trackpad
214060187805,135,8.189738510374264,10,Mouse
214060187805,145,7.917438697649207,10,Mouse
214060187805,155,13.320325765169638,10,Mouse
214060187805,165,6.0065947555749535,10,Mouse
219666297547,20,3.794228871580015,10,Trackpad
219666297547,30,4.926877799015733,10,Trackpad
219666297547,40,5.161718019306925,10,Trackpad
219666297547,50,5.015108639379838,10,Trackpad
219942741794,15,11.781171583172704,10,Mouse
219942741794,25,10.797398015465092,10,Mouse
219942741794,35,6.357762038003965,10,Mouse
219942741794,45,11.99506516099214,10,Mouse
220885766670,100,12.125770519419925,10,Mouse
220885766670,110,9.520795009094531,10,Mouse
220885766670,120,8.648751793538331,10,Mouse
220885766670,130,8.34561735167844,10,Mouse
230769543210,135,2.5514943992263968,10,Mouse
230769543210,145,4.2183645259103555,10,Mouse
230769543210,155,2.6664527573044,10,Mouse
230769543210,165,4.036266412247271,10,Mouse
230918759014,20,6.697826622885619,10,Trackpad
230918759014,30,3.9821999649408495,10,Trackpad
230918759014,40,6.268440567054853,10,Trackpad
230918759014,50,6.212274576342571,10,Trackpad
23243432166,20,4.6849996385318295,10,Mouse
23243432166,30,7.0443701966583605,10,Mouse
23243432166,40,4.232629647871904,10,Mouse
23243432166,50,6.538712810071077,10,Mouse
232699431944,55,5.463309345227178,10,Mouse
232699431944,65,6.9546239202987215,10,Mouse
232699431944,75,5.531794249684116,10,Mouse
232699431944,85,9.454129094949533,10,Mouse
232846173923,60,4.168452738273841,10,Trackpad
232846173923,70,4.536636630161657,10,Trackpad
232846173923,80,5.84407091775379,10,Trackpad
232846173923,90,5.074771860852679,10,Trackpad
234950867248,55,6.551775624605184,10,Mouse
234950867248,65,5.990829720321231,10,Mouse
234950867248,75,4.101883719595428,10,Mouse
234950867248,85,6.830977572061953,10,Mouse
238396474858,55,4.5305617220910275,10,Trackpad
238396474858,65,3.09940926112928,10,Trackpad
238396474858,75,3.540358648897893,10,Trackpad
238396474858,85,4.662835273470082,10,Trackpad
239901129854,60,43.64724207106734,10,Mouse
239901129854,70,13.297304228672687,10,Mouse
239901129854,80,13.140772753341988,10,Mouse
239901129854,90,8.614584638543572,10,Mouse
242302735568,55,7.427485535282614,10,Mouse
242302735568,65,7.4036742359888965,10,Mouse
242302735568,75,5.391864080149528,10,Mouse
242302735568,85,4.428456757741642,10,Mouse
244346351129,3,14.053446611838144,10,Mouse
244346351129,5,12.487259206022099,10,Mouse
244346351129,7,26.46456198934437,10,Mouse
244346351129,10,24.59038977363917,10,Mouse
244418469024,2,18.06228467946643,10,Mouse
244418469024,4,17.966093740646365,10,Mouse
244418469024,6,19.28272752640731,10,Mouse
244418469024,8,12.286691177671171,10,Mouse
245267280377,55,14.034297203686183,10,Trackpad
245267280377,65,7.425862007723059,10,Trackpad
245267280377,75,6.072656910050599,10,Trackpad
245267280377,85,2.894726697397775,10,Trackpad
245556890498,100,7.1694898020165505,10,Mouse
245556890498,110,10.540853355002884,10,Mouse
245556890498,120,13.449675252979905,10,Mouse
245556890498,130,13.605799917173208,10,Mouse
247101632412,135,9.457480400641453,10,Mouse
247101632412,145,10.904805950792074,10,Mouse
247101632412,155,14.777749560308237,10,Mouse
247101632412,165,7.334299834519369,10,Mouse
248674978269,140,3.740282698302305,10,Trackpad
248674978269,150,7.0263933989957215,10,Trackpad
248674978269,160,5.677121130908793,10,Trackpad
248674978269,170,10.235455933955812,10,Trackpad
251308053499,100,8.50018564052554,10,Trackpad
251308053499,110,8.215268764512969,10,Trackpad
251308053499,120,6.594638739481303,10,Trackpad
251308053499,130,6.903614060249246,10,Trackpad
252662312705,140,3.3182647779035053,10,Trackpad
252662312705,150,8.162173430286238,10,Trackpad
252662312705,160,3.4262236652184934,10,Trackpad
252662312705,170,5.917134451846829,10,Trackpad
25723101804,100,5.531220512637451,10,Mouse
25723101804,110,3.6297833264478663,10,Mouse
25723101804,120,4.836562682357349,10,Mouse
25723101804,130,3.1456803788687795,10,Mouse
258433481445,95,19.710678875463845,10,Trackpad
258433481445,105,8.319616413340912,10,Trackpad
258433481445,115,29.589138617638856,10,Trackpad
258433481445,125,8.860756592711619,10,Trackpad
260547727346,100,4.304822864640241,10,Trackpad
260547727346,110,4.3750028619006525,10,Trackpad
260547727346,120,4.071776021757509,10,Trackpad
260547727346,130,57.9401092256465,10,Trackpad
261405949946,60,4.8506451892020035,10,Mouse
261405949946,70,6.189136144685539,10,Mouse
261405949946,80,3.8104869213237897,10,Mouse
261405949946,90,4.050288068401642,10,Mouse
263123473152,100,5.837887784963724,10,Trackpad
263123473152,110,7.398314619213161,10,Trackpad
263123473152,120,7.496613286447243,10,Trackpad
263123473152,130,4.939300415400098,10,Trackpad
263290655799,15,50.17669322669108,10,Trackpad
263290655799,25,7.726736340067579,10,Trackpad
263290655799,35,36.05360979136408,10,Trackpad
263290655799,45,5.503400227582185,10,Trackpad
263992263004,2,10.78540347893476,10,Mouse
263992263004,4,11.142133890179123,10,Mouse
263992263004,6,10.053859889844738,10,Mouse
263992263004,8,10.03962215553113,10,Mouse
264130884315,100,13.801251962951069,10,Mouse
264130884315,110,22.9716444102599,10,Mouse
264130884315,120,18.68144465587049,10,Mouse
264130884315,130,46.24312860802788,10,Mouse
266126640839,2,6.394063335671469,10,Mouse
