term,sum_sq,df_model,f_naive,p_value_naive,eta_sq,partial_eta_sq,eta_sq_ci_low,eta_sq_ci_high,partial_eta_sq_ci_low,partial_eta_sq_ci_high,wald_chi2,p_value_cluster,df_constraint,formula,n_rows,n_participants
C(clamp_magnitude),1007.6831450399499,39.0,1.361983713661414,0.06793662771038386,0.027259799947074802,0.02726599833853139,0.027259799947074802,0.06962624048642249,0.02726599833853139,0.06979316389569008,80.80559204439908,9.56351865857582e-05,39.0,value ~ C(clamp_magnitude) + C(pointer),1936,484
C(pointer),8.403475275058948,1.0,0.44296708171196325,0.5057748364857733,0.0002273304420996488,0.00023370108697808533,1.1102505742228887e-06,0.004991011909465552,1.1654043881676116e-06,0.005271320647728564,0.2878938282360087,0.5915733865998769,1.0,value ~ C(clamp_magnitude) + C(pointer),1936,484
Residual,35949.81727466506,1895.0,,,,,,,,,,,,value ~ C(clamp_magnitude) + C(pointer),1936,484
