n,mean,sd,sem,ci_low,ci_high,median,q25,q75,min,max,clamp_magnitude,n_participants
49,0.7491006539792433,7.347203673609976,1.049600524801425,-1.3612626428071366,2.8594639507656234,1.001541519165039,0.0086547851562499,1.7992599487304688,-35.74635620117188,34.46481628417969,50,49
48,1.10332502524058,6.625374736283534,0.9562904718688611,-0.8204832599117624,3.027133310392922,1.1560955047607415,0.23672580718993924,2.0017955780029286,-20.80944213867188,33.872747802734374,55,48
46,0.6721557928168252,2.8890121378445657,0.42596160095904406,-0.18577491120789613,1.5300864968415466,0.8445819854736326,-0.1527027130126952,1.4557834625244146,-12.501237869262695,9.353974151611329,60,46
48,0.9188750624656677,3.7402698511550487,0.5398614513515523,-0.1671860910192008,2.0049362159505364,1.0049446105957045,-0.17828693389892578,1.6186632156372074,-6.347023010253906,22.734649658203125,65,48
46,0.6708856022876242,2.9210049814418677,0.430678688401988,-0.1965458035415778,1.538317008116826,0.37309913635253833,-0.46799049377441376,1.406011438369753,-4.746286869049071,17.553497314453125,70,46
48,2.2531119028727216,5.67032520666653,0.8184409461154104,0.6066210934770304,3.899602712268413,1.0866706848144547,0.15298480987548824,2.096742677688598,-5.464637756347656,34.0282865524292,75,48
46,0.8326050633969515,1.4689439542031308,0.21658397008961924,0.3963825552621816,1.2688275715317214,0.7709653854370113,-0.3052856445312499,1.5223230361938482,-2.01180362701416,4.403656005859377,80,46
48,0.7795165737469993,3.6502022118280446,0.5268613073988723,-0.28039166346394384,1.8394248109579425,0.9370626449584971,0.133575439453125,1.6850245475769046,-17.000015258789062,13.210824966430664,85,48
46,0.23489026815994937,2.20213974315825,0.3246877914576951,-0.41906451294323177,0.8888450492631306,0.20461654663085938,-0.26375675201416016,0.9662710189819315,-11.605342102050772,3.98515625,90,46
49,0.8248954753486477,5.6298496380698655,0.8042642340099808,-0.7921861478658485,2.441977098563144,0.31510009765625,-0.6867218017578125,1.8538803100586017,-13.514794921875,34.96074333190918,95,49
48,0.2419719338417057,2.9211017843015035,0.4216247253741923,-0.6062276077837433,1.0901714754671548,0.33479003906250004,-0.302306365966799,1.4513015747070312,-17.841897010803223,3.176808166503906,100,48
49,-0.6063666908108463,4.2107871963043975,0.6015410280434853,-1.8158459899320907,0.6031126083103981,0.0194488525390625,-0.5477081298828127,1.3871078491210938,-17.95874786376953,3.708729934692383,105,49
48,1.364500912030538,5.007037203387923,0.7227035693046221,-0.08939113775667762,2.8183929618177537,0.60479736328125,-0.1498347282409668,1.6639391422271737,-1.796479797363284,34.28658599853516,110,48
49,0.06183325709128861,3.7195078546050993,0.5313582649435856,-1.00653413915519,1.130200653337767,0.0922996520996093,-0.623974609375,0.7775787353515626,-15.197838592529298,10.744429016113282,115,49
48,0.036152923107147794,2.7380094752422517,0.395197626893715,-0.7588821538447986,0.8311880000590942,0.19503631591797016,-0.7491054534912109,1.204375457763677,-15.744011688232424,3.6592575073242215,120,48
49,0.3864354221188293,5.8982191269255555,0.8426027324179365,-1.3077309185498238,2.0806017627874827,0.107509183883667,-0.8290969848632812,0.9724182128906248,-18.39189300537109,35.03712463378906,125,49
48,-0.11460198163986217,2.5200595533787995,0.3637392653792845,-0.8463509982376715,0.6171470349579472,-0.10750274658203124,-0.5903201103210448,0.5754562377929666,-14.49763889312744,4.83271484375,130,48
48,0.11938104629516606,1.8225923450638915,0.2630685452613973,-0.4098446040951394,0.6486066966854716,0.13834228515625,-0.5009951591491675,1.0004528045654337,-8.258145141601563,3.214666748046875,135,48
49,0.24451312434916625,1.9406308600697089,0.2772329800099584,-0.3129011412185999,0.8019273899169325,-0.15814208984375,-0.9034011840820312,0.8756851196289063,-1.874508762359619,10.715502166748047,140,49
48,0.11086828708648683,2.800146821223598,0.4041663802509798,-0.7022095943519189,0.9239461685248926,-0.24859848022460934,-1.0636844635009772,0.6565448760986328,-2.972955322265628,17.46656036376953,145,48
49,-0.1982935379962533,1.1833230199953926,0.1690461457136275,-0.5381835942104833,0.14159651821797672,-0.033465576171875,-0.8933898925781307,0.7128837585449219,-3.5387199401855467,1.595440673828125,150,49
48,-0.13380022048950205,4.125454421322546,0.595458055170026,-1.3317073143017772,1.064106873322773,0.06713085174560546,-0.8022136688232414,0.6413261413574218,-18.66445198059082,19.59189758300781,155,48
49,-0.15360404812559822,1.071485440493899,0.15306934864198557,-0.4613706008320759,0.15416250458087946,-0.1405899047851569,-0.6665100097656278,0.3563339233398409,-2.8046554565429687,3.456121826171875,160,49
48,0.15532076358795183,1.665986220702193,0.2404643982471546,-0.3284312084754979,0.6390727356514015,-0.1045278549194336,-0.621467113494873,0.7884246826171875,-2.9997581481933584,8.360748291015625,165,48
49,-0.4212340763636997,3.0859682863607314,0.4408526123372473,-1.3076276617184104,0.465159508991011,-0.19967041015625,-0.927252197265625,0.8099727630615237,-17.164815521240236,7.33934326171875,170,49
