ppid,clamp_magnitude,baseline_bias,pointer
283817955758,8,-9.638563537597657,Trackpad
284887481713,55,-6.767338562011721,Mouse
284887481713,65,6.570245361328136,Mouse
284887481713,75,-0.5902132034301768,Mouse
284887481713,85,10.974561309814453,Mouse
285770176909,60,11.538222885131836,Mouse
285770176909,70,-18.34496765136719,Mouse
285770176909,80,1.9678833007812444,Mouse
285770176909,90,-17.401834106445314,Mouse
286533593898,3,11.946004295349121,Mouse
286533593898,5,1.8253059387207031,Mouse
286533593898,7,10.499603271484366,Mouse
286533593898,10,-4.104943847656239,Mouse
287971476791,15,-6.803089904785148,Mouse
287971476791,25,-14.024694824218766,Mouse
287971476791,35,4.017963790893555,Mouse
287971476791,45,-7.842549896240234,Mouse
288731469074,130,30.344219970703126,Mouse
290626679547,135,-2.7450347900390653,Mouse
290626679547,145,-0.40469093322753763,Mouse
290626679547,155,0.25189208984374983,Mouse
290626679547,165,-5.801498413085935,Mouse
290656034369,135,16.37520141601562,Trackpad
290656034369,145,-7.663594055175787,Trackpad
290656034369,155,10.924606323242182,Trackpad
290656034369,165,15.605552673339844,Trackpad
292629866395,135,0.7257896423339844,Trackpad
292629866395,145,2.436015319824216,Trackpad
292629866395,155,-4.701565551757812,Trackpad
292629866395,165,-6.754100036621095,Trackpad
295092569896,95,-0.06081314086913423,Mouse
295092569896,105,6.618589782714852,Mouse
295092569896,115,29.786717224121098,Mouse
299489942844,2,-12.292462158203126,Mouse
299489942844,4,-13.826628875732421,Mouse
299489942844,6,-8.575794982910159,Mouse
299489942844,8,-10.731913757324218,Mouse
300018938491,95,-0.24216766357421732,Mouse
300018938491,105,-14.837135314941417,Mouse
300018938491,115,2.316534423828125,Mouse
300018938491,125,-1.7021800994873053,Mouse
306810469599,15,-5.901399612426758,Mouse
306810469599,25,-8.173271942138673,Mouse
306810469599,35,10.219970321655273,Mouse
306810469599,45,-12.284773254394537,Mouse
307390059111,3,-6.200459289550784,Mouse
307390059111,5,8.310879516601563,Mouse
307390059111,7,2.2213973999023464,Mouse
307390059111,10,-1.719508552551268,Mouse
311279476853,15,-14.251763916015625,Mouse
311279476853,25,-9.28287353515625,Mouse
311279476853,35,-10.831853580474853,Mouse
311279476853,45,-16.751730346679686,Mouse
311518904287,15,23.19938564300537,Mouse
311518904287,35,8.693118286132812,Mouse
311518904287,45,15.591719055175783,Mouse
312810119008,20,4.350726318359375,Mouse
312810119008,30,1.6171478271484403,Mouse
312810119008,40,9.376295471191408,Mouse
312810119008,50,-11.497033309936523,Mouse
313978052698,135,-16.48509216308593,Trackpad
313978052698,145,8.104285240173338,Trackpad
313978052698,155,-6.330269622802734,Trackpad
313978052698,165,6.5353042602539,Trackpad
314153794897,95,-12.975802040100097,Mouse
314153794897,105,-5.032937622070312,Mouse
