ppid,clamp_magnitude,group,pointer,value
774480707012,35,3,Mouse,0.16177368164062536
787634621141,35,3,Mouse,1.2430175781249981
797606508946,35,3,Mouse,4.305657958984375
81350229447,35,3,Trackpad,7.043231964111328
822554411599,35,3,Mouse,-0.04230651855468768
871067946078,35,3,Trackpad,1.640429687499989
914192695869,35,3,Trackpad,-11.78043441772461
917476948583,35,3,Trackpad,22.764410400390624
922666165279,35,3,Trackpad,-2.093310546875
924573419382,35,3,Trackpad,-68.81293334960937
928426922298,35,3,Trackpad,-3.6346343994140624
950401282636,35,3,Mouse,-1.3469558715820324
964304241118,35,3,Mouse,4.82349967956543
96435749437,35,3,Mouse,4.428948974609375
986917736241,35,3,Mouse,0.8336120605468696
139654613099,45,3,Mouse,-0.6655426025390568
141351339407,45,3,Trackpad,9.873659515380858
158240405377,45,3,Mouse,-8.721649169921875
193100401433,45,3,Mouse,0.1936431884765682
219942741794,45,3,Mouse,-3.8097747802734374
263290655799,45,3,Trackpad,0.4030609130859375
287971476791,45,3,Mouse,-7.717442321777338
306810469599,45,3,Mouse,-1.1347381591796932
311279476853,45,3,Mouse,-1.683709716796875
311518904287,45,3,Mouse,24.124835205078124
37013057852,45,3,Mouse,2.150103759765625
370640644570,45,3,Mouse,0.23558387756347657
383627469185,45,3,Trackpad,35.275521850585925
390771680977,45,3,Trackpad,104.295166015625
398109816713,45,3,Mouse,-15.773338317871094
401611892739,45,3,Trackpad,131.22258911132812
435751852346,45,3,Trackpad,4.122297668457034
456157590029,45,3,Mouse,-6.106530761718733
466178274480,45,3,Trackpad,-2.6043487548828184
510743529302,45,3,Trackpad,-1.902713775634767
519645490683,45,3,Mouse,-5.147726440429688
549389360938,45,3,Trackpad,8.590057373046875
564938298193,45,3,Trackpad,5.1601562499999885
572670224355,45,3,Mouse,-1.5608779907226562
577084825607,45,3,Trackpad,0.9756156921386718
591787668410,45,3,Mouse,2.5300689697265626
624015980400,45,3,Trackpad,2.7046134948730467
62472867313,45,3,Mouse,4.839918899536132
625553694320,45,3,Mouse,0.05474014282226421
657277573598,45,3,Trackpad,-4.668731689453125
669404158834,45,3,Trackpad,4.861856079101565
676818776410,45,3,Trackpad,1.3591156005859428
726770222419,45,3,Trackpad,5.8206573486328015
748730017803,45,3,Mouse,-2.765976715087889
767939159879,45,3,Mouse,1.9918228149414063
774480707012,45,3,Mouse,2.0356925964355455
787634621141,45,3,Mouse,6.648626708984386
797606508946,45,3,Mouse,0.324969482421875
81350229447,45,3,Trackpad,1.2091720581054688
822554411599,45,3,Mouse,1.8128997802734375
871067946078,45,3,Trackpad,-1.790374755859375
914192695869,45,3,Trackpad,19.64369125366211
917476948583,45,3,Trackpad,5.333161926269531
922666165279,45,3,Trackpad,0.9526062011718637
924573419382,45,3,Trackpad,-96.72171020507812
928426922298,45,3,Trackpad,-1.547183227539057
950401282636,45,3,Mouse,5.967156982421875
964304241118,45,3,Mouse,3.4150390625000115
96435749437,45,3,Mouse,26.420330810546886
986917736241,45,3,Mouse,-1.9000473022460966
112768063321,20,4,,-2.494317626953136
134751847945,20,4,Trackpad,-0.014437103271487218
156593167223,20,4,Mouse,-7.274018859863281
204680910799,20,4,Mouse,-9.403271484375
211178143741,20,4,Mouse,-6.2504425048828125
211349502438,20,4,Mouse,10.201263427734373
