term,sum_sq,df_num,f_value,p_value,eta_sq,partial_eta_sq,eta_sq_ci_low,eta_sq_ci_high,partial_eta_sq_ci_low,partial_eta_sq_ci_high,df_den,formula,n_rows,n_participants
C(group),147.4370704969224,9.0,2.3105099688152766,0.015093294425236652,0.04238837750269104,0.04289360929414686,0.030038762585368004,0.1004259133597427,0.031081108167090043,0.10483686704641047,464.0,value ~ C(group) * C(pointer),484,484
C(pointer),2.1008688187646074,1.0,0.2963074686245283,0.5864681060395738,0.0006040029164529939,0.0006381861407427879,2.2764120336028696e-06,0.010246659761829207,2.526145887466946e-06,0.01152278433088086,464.0,value ~ C(group) * C(pointer),484,484
C(group):C(pointer),38.86837787046541,9.0,0.6091125809723954,0.7895927238381744,0.01117471656576981,0.01167672684849055,0.009561584302063579,0.06622067835598082,0.009912333092377334,0.06974627418014244,464.0,value ~ C(group) * C(pointer),484,484
Residual,3289.8365216099846,464.0,,,,,,,,,464.0,value ~ C(group) * C(pointer),484,484
