index,ppid,clamp_magnitude,group,pointer,value,n_trials
237,242302735568,65,5,Mouse,9.233514960807977,10
329,284887481713,65,5,Mouse,5.474589490534964,10
413,320314205950,65,5,Mouse,14.43711335627121,10
429,329580827848,65,5,Mouse,25.55150894556942,10
473,353520557284,65,5,Mouse,11.418293701156706,10
537,381467347498,65,5,Mouse,17.13124188961401,10
585,406984957400,65,5,Mouse,12.22511356863018,10
605,415114416275,65,5,Mouse,5.712741675808926,10
645,437488567084,65,5,Mouse,5.499955837241148,10
697,46445406973,65,5,Mouse,59.82527977236264,10
701,466064047068,65,5,Mouse,8.035304879861835,10
777,488543499493,65,5,Mouse,7.2174042820323505,10
857,52190313348,65,5,Mouse,11.447392759036424,10
873,526302751153,65,5,Mouse,134.174701702567,10
977,563003797782,65,5,Mouse,7.208079885187849,10
1001,57334981393,65,5,Mouse,36.147130717290715,10
1037,593610742595,65,5,Mouse,10.117448100878802,10
1085,618976041208,65,5,Mouse,12.28646514979352,10
1245,686622809385,65,5,Mouse,10.435002552750166,10
1365,740180686814,65,5,Mouse,25.364559574076356,10
1497,789176471764,65,5,Mouse,218.1699458330905,10
1605,836360013578,65,5,Mouse,84.09520365976364,10
1633,843157436931,65,5,Mouse,22.079186054604136,10
1713,879327289061,65,5,Mouse,10.641097362515783,10
1789,91531718848,65,5,Mouse,25.49038558076185,10
1885,965587163344,65,5,Mouse,174.78441431263565,10
1,104274630779,70,6,Mouse,71.35066843373141,10
45,132760789943,70,6,Mouse,9.550073123127795,10
113,170080221025,70,6,Mouse,35.608672838755524,10
233,239901129854,70,6,Mouse,11.229294886049434,10
