ppid,clamp_magnitude,raw_signed_baseline_bias,signed_clamp_angle,target_clamp_sign,pointer
740180686814,65,4.8327392578125,65.0,1,Mouse
740180686814,75,-3.221791076660162,75.0,1,Mouse
740180686814,85,2.5686767578125,85.0,1,Mouse
74249908328,60,-1.632188415527342,-60.0,-1,Mouse
74249908328,70,-2.8063095092773467,-70.0,-1,Mouse
74249908328,80,-3.6820795059204103,-80.0,-1,Mouse
74249908328,90,0.47059326171874416,-90.0,-1,Mouse
747682140674,3,-17.36438293457032,-3.0,-1,Trackpad
747682140674,5,-13.993998718261722,-5.0,-1,Trackpad
747682140674,7,-21.41675643920899,-7.0,-1,Trackpad
747682140674,10,-8.526841926574708,-10.0,-1,Trackpad
747798201628,135,8.594810485839853,135.0,1,Mouse
747798201628,145,-10.56976261138916,145.0,1,Mouse
747798201628,155,5.425975036621092,155.0,1,Mouse
747798201628,165,-12.232220458984381,165.0,1,Mouse
748730017803,15,-9.35185546875,15.0,1,Mouse
