term,sum_sq,df_num,f_value,p_value,eta_sq,partial_eta_sq,eta_sq_ci_low,eta_sq_ci_high,partial_eta_sq_ci_low,partial_eta_sq_ci_high,df_den,formula,n_rows,n_participants
C(group),132.23274724989065,9.0,3.267618366233485,0.0007202166317589702,0.05725048407626511,0.05960286740959366,0.0363767059772527,0.12417976796013615,0.03790983526370973,0.13181612183944727,464.0,value ~ C(group) * C(pointer),484,484
C(pointer),26.822448665249063,1.0,5.965313051256721,0.014962179717878301,0.011612843279239587,0.012693092204032759,0.0011250594361140326,0.032517872783507595,0.0013396762733408458,0.03642839319818111,464.0,value ~ C(group) * C(pointer),484,484
C(group):C(pointer),64.33681277554133,9.0,1.5898342537873713,0.11544931236428965,0.027854776913642507,0.029914810287229834,0.015253742340978925,0.07974256706828566,0.01680838571636307,0.089774129053214,464.0,value ~ C(group) * C(pointer),484,484
Residual,2086.330771534887,464.0,,,,,,,,,464.0,value ~ C(group) * C(pointer),484,484
