term,sum_sq,df_model,f_naive,p_value_naive,eta_sq,partial_eta_sq,eta_sq_ci_low,eta_sq_ci_high,partial_eta_sq_ci_low,partial_eta_sq_ci_high,wald_chi2,p_value_cluster,df_constraint,formula,n_rows,n_participants
C(window),78.90496165202858,3.0,0.4841229229291086,0.6933990901663432,0.0011627932726850532,0.0017594822230065468,0.00020252706702384885,0.01012175624015197,0.00029317598787479353,0.015288541612229957,3.1040917644897554,0.37585304968205985,3.0,value ~ C(window) * C(bias_direction),836,96
C(bias_direction),18143.043459674645,2.0,166.9754926679263,1.3233004237028542e-61,0.26736732949669784,0.2883982047297048,0.1974005132935945,0.3557994244142094,0.2170064733299435,0.3837138270052628,437.7521770100076,8.776523938027018e-96,2.0,value ~ C(window) * C(bias_direction),836,96
C(window):C(bias_direction),4869.515532915081,6.0,14.938503509068857,2.87772386451403e-16,0.0717602516287828,0.09810417880838898,0.05347600526033761,0.09799728124437707,0.07702292175769498,0.13489524263645838,155.5102000991069,5.284288293037436e-31,6.0,value ~ C(window) * C(bias_direction),836,96
Residual,44766.65279408267,824.0,,,,,,,,,,,,value ~ C(window) * C(bias_direction),836,96
