pointer,trRefX,trRefY,trBiasMag,trBiasAngle,trPowerExp,rmse_to_mean_pattern,pearson_r_to_mean_pattern,r_squared_to_mean_pattern
Mouse,-15.0,-0.34556019522513487,0.28284271247461906,-97.45305262887534,0.8322146202200364,0.5804869524528401,-0.253526047354174,0.06427545668703087
Trackpad,-15.0,-13.26430584082505,0.28284271247461906,40.43797626689275,1.4253688427275926,2.4470658866368797,0.8584395692737123,0.7369184940948368
