model,objectiveName,fitObjective,negLogLik,rmse,n_summary_rows,n_params_total,n_population_params,fitMode,fixedParamNames,runLabel,subsetLabel,subsetSlug,jointDeviceFit,jointSubsetSlug,deviceSlugs,fixedParameters,AIC,BIC,nParticipantsSubset,outputDir
MeanTimeseriesCausalInf,negll,37758.63116187366,37758.63116187366,9.099275425307287,10400,5,5,shared_point_joint_device,"['senseVar_mouse', 'senseVar_trackpad', 'c', 'retention', 'lr']","Trackpad: Causal inference (joint device, shared dynamics) (joint device fit)",Trackpad,trackpad,True,joint_devices,"['mouse', 'trackpad']","{""deviceSpecific"": [""senseVar""], ""shared"": [""c"", ""retention"", ""lr""]}",75527.26232374732,75563.51012917297,202,meanTimeseriesFits\mean_timeseries_shared_point_joint_device_motorvar\trackpad\MeanTimeseriesCausalInf
