model,objectiveName,fitObjective,negLogLik,rmse,n_summary_rows,n_params_total,n_population_params,fitMode,fixedParamNames,fixedParameterValues,fixedMotorVarBySubset,jointDeviceFit,deviceSlugs,AIC,BIC,runLabel,fixedParameters,outputDir
MeanTimeseriesVectorBCC,negll,67922.02076589825,67922.02076589825,7.060006040008315,20800,5,5,shared_point,"['propVar_mouse', 'propVar_trackpad', 'visVarSlope', 'retention', 'lr']",{'visVarInt': 1.853},"{'mouse': 81.42877507299032, 'trackpad': 43.75327994968318}",True,"['mouse', 'trackpad']",135854.0415317965,135893.75507312495,"Mouse + Trackpad joint: Vector BCC (joint device, shared dynamics, calibrated motorVar)","{""deviceSpecific"": [""propVar""], ""motorVar"": ""calibrated_no_feedback_by_device"", ""motorVarBySubset"": {""mouse"": 81.42877507299032, ""trackpad"": 43.75327994968318}, ""shared"": [""visVarSlope"", ""retention"", ""lr""], ""visVarInt"": 1.853}",meanTimeseriesFits\mean_timeseries_shared_point_joint_device_motorvar\joint_devices\MeanTimeseriesVectorBCC
