age,browser_version,computer,consent_time,gender,hand,height_px,monitor,pointer,ppid_session_dataname,px_ratio,width_px
36.0,"Chrome, 103",Laptop,10/13/2023 1:06:14 PM,Female,Right,768,Laptop Monitor,Trackpad,594008709769_s001_participant_details,1,1366
44.0,"Chrome, 117",Laptop,10/13/2023 1:04:08 PM,Male,Right,865,External Monitor,Mouse,886873365845_s001_participant_details,1.25,1536
51.0,"Chrome, 117",Laptop,10/13/2023 1:04:52 PM,Female,Right,768,Laptop Monitor,Trackpad,439513294491_s001_participant_details,1,1366
38.0,"Chrome, 117",Laptop,10/13/2023 1:56:53 PM,Male,Right,864,Laptop Monitor,Trackpad,199718243908_s001_participant_details,1.25,1536
48.0,"Chrome, 118",Laptop,10/13/2023 1:13:28 PM,Male,Right,720,Laptop Monitor,Mouse,427979396888_s001_participant_details,1.5,1280
31.0,"Chrome, 118",Laptop,10/13/2023 1:06:34 PM,Male,Left,864,Laptop Monitor,Trackpad,624015980400_s001_participant_details,1.25,1536
55.0,"Chrome, 117",Desktop,10/13/2023 1:04:34 PM,Male,Right,768,External Monitor,Mouse,56767792906_s001_participant_details,1,1366
63.0,"Chrome, 118",Laptop,10/12/2023 1:50:20 PM,Female,Right,768,Laptop Monitor,Mouse,995622965740_s001_participant_details,1,1366
53.0,"Chrome, 118",Desktop,10/12/2023 2:01:03 PM,Female,Right,618,Laptop Monitor,Mouse,894596827216_s001_participant_details,1.75,1098
47.0,"Chrome, 117",Laptop,10/13/2023 1:08:22 PM,Male,Right,720,Laptop Monitor,Trackpad,353267429629_s001_participant_details,1.5,1280
73.0,"Chrome, 117",Desktop,10/13/2023 1:10:00 PM,Female,Right,1050,External Monitor,Mouse,140384659403_s001_participant_details,1,1680
19.0,"Chrome, 117",Laptop,10/12/2023 1:36:23 PM,Male,Left,900,Laptop Monitor,Trackpad,660965892719_s001_participant_details,2,1440
63.0,"Chrome, 118",Laptop,10/12/2023 1:51:25 PM,Female,Right,864,Laptop Monitor,Trackpad,709011816186_s001_participant_details,1.25,1536
31.0,"Firefox, 118",Desktop,10/12/2023 1:44:00 PM,Male,Right,800,External Monitor,Mouse,664917210582_s001_participant_details,1.5,1280
47.0,"Chrome, 117",Laptop,10/13/2023 1:06:16 PM,Male,Left,768,Laptop Monitor,Mouse,631329533178_s001_participant_details,1,1366
35.0,"Chrome, 117",Laptop,10/12/2023 1:35:25 PM,Male,Right,800,Laptop Monitor,Trackpad,69378932239_s001_participant_details,2,1280
66.0,"Chrome, 109",Desktop,10/13/2023 1:07:21 PM,Male,Right,1024,External Monitor,Mouse,804923957446_s001_participant_details,1,1280
21.0,"Chrome, 117",Laptop,10/13/2023 1:03:32 PM,Female,Right,864,Laptop Monitor,Trackpad,823657240718_s001_participant_details,1.25,1536
18.0,"Firefox, 118",Laptop,10/13/2023 1:07:51 PM,Male,Right,768,Laptop Monitor,Trackpad,501492992509_s001_participant_details,1,1366
43.0,"Chrome, 118",Desktop,10/13/2023 1:07:41 PM,Female,Left,1440,External Monitor,Mouse,284887481713_s001_participant_details,1.5,2560
32.0,"Chrome, 117",Laptop,10/13/2023 1:52:21 PM,Male,Right,864,Laptop Monitor,Trackpad,694313736399_s001_participant_details,1.25,1536
38.0,"Chrome, 116",Desktop,10/13/2023 1:07:12 PM,Female,Right,982,External Monitor,Mouse,264130884315_s001_participant_details,2,1512
26.0,"Chrome, 117",Laptop,10/13/2023 1:02:19 PM,Female,Right,768,Laptop Monitor,Trackpad,891532907728_s001_participant_details,1,1366
50.0,"Firefox, 118",Laptop,10/13/2023 1:05:21 PM,Male,Right,810,Laptop Monitor,Mouse,737828750163_s001_participant_details,1.3333333333333333,1440
38.0,"Chrome, 117",Laptop,10/12/2023 1:39:43 PM,Female,Right,720,Laptop Monitor,Trackpad,706570674898_s001_participant_details,1.5,1280
26.0,"Chrome, 116",Laptop,10/12/2023 1:48:56 PM,Female,Right,900,Laptop Monitor,Trackpad,678681607125_s001_participant_details,2,1440
36.0,"Chrome, 117",Laptop,10/13/2023 1:01:54 PM,Male,Left,1080,Laptop Monitor,Trackpad,205160485114_s001_participant_details,1,1920
23.0,"Chrome, 117",Laptop,10/13/2023 1:11:39 PM,Female,Right,1003,Laptop Monitor,Trackpad,466178274480_s001_participant_details,1.5,1504
31.0,"Chrome, 117",Desktop,10/12/2023 2:02:18 PM,Male,Right,1080,External Monitor,Mouse,3512277966_s001_participant_details,1,1920
61.0,"Chrome, 118",Desktop,10/12/2023 1:39:01 PM,Male,Right,864,External Monitor,Mouse,538891392759_s001_participant_details,1.25,1536
25.0,"Chrome, 117",Desktop,10/12/2023 1:51:55 PM,Male,Right,1080,External Monitor,Mouse,514699809951_s001_participant_details,1,1920
55.0,"Chrome, 117",Laptop,10/13/2023 1:04:56 PM,Female,Right,720,Laptop Monitor,Trackpad,272993694525_s001_participant_details,1.5,1280
40.0,"Chrome, 118",Laptop,10/13/2023 1:06:54 PM,Female,Right,768,Laptop Monitor,Trackpad,245267280377_s001_participant_details,1,1366
27.0,"Chrome, 117",Laptop,10/12/2023 1:52:23 PM,Female,Right,768,Laptop Monitor,Trackpad,206032965332_s001_participant_details,1,1366
47.0,"Chrome, 118",Desktop,10/13/2023 1:07:26 PM,Female,Right,1024,External Monitor,Mouse,934420693200_s001_participant_details,1,1280
63.0,"Chrome, 118",Laptop,10/13/2023 1:06:44 PM,Female,Right,864,Laptop Monitor,Mouse,234950867248_s001_participant_details,1.25,1536
25.0,"Chrome, 118",Desktop,10/13/2023 1:02:25 PM,Male,Right,1080,External Monitor,Mouse,186217949958_s001_participant_details,1,1920
33.0,"Firefox, 118",Laptop,10/13/2023 1:10:12 PM,Female,Right,768,Laptop Monitor,Trackpad,326018211431_s001_participant_details,1,1366
22.0,"Firefox, 117",Laptop,10/12/2023 1:49:53 PM,Female,Right,864,Laptop Monitor,Trackpad,230918759014_s001_participant_details,1.25,1536
39.0,"Chrome, 116",Laptop,10/13/2023 1:06:36 PM,Male,Right,800,Laptop Monitor,Mouse,488543499493_s001_participant_details,1,1280
46.0,"Chrome, 117",Laptop,10/13/2023 1:08:52 PM,Female,Right,1080,Laptop Monitor,Mouse,91531718848_s001_participant_details,1.25,1920
32.0,"Chrome, 117",Laptop,10/12/2023 1:49:01 PM,Male,Right,864,Laptop Monitor,Trackpad,750330077949_s001_participant_details,1.25,1536
21.0,"Chrome, 118",Laptop,10/12/2023 1:39:02 PM,Male,Right,720,Laptop Monitor,Mouse,616859448142_s001_participant_details,1.5,1280
28.0,"Chrome, 117",Laptop,10/13/2023 1:09:16 PM,Female,Right,720,Laptop Monitor,Mouse,408276378177_s001_participant_details,1.5,1280
27.0,"Chrome, 118",Desktop,10/13/2023 8:07:05 AM,Female,Right,1080,External Monitor,Mouse,87299142964_s001_participant_details,1,1920
29.0,"Chrome, 109",Laptop,10/13/2023 1:05:40 PM,Female,Right,768,Laptop Monitor,Trackpad,491837100125_s001_participant_details,1,1366
32.0,"Opera, undefined",Laptop,10/13/2023 1:02:28 PM,Male,Right,1080,External Monitor,Mouse,857258294243_s001_participant_details,1,1920
33.0,"Chrome, 117",Desktop,10/13/2023 1:04:22 PM,Male,Right,1080,External Monitor,Mouse,698855060851_s001_participant_details,1,1920
27.0,"Chrome, 117",Desktop,10/13/2023 1:07:25 PM,Female,Right,1080,External Monitor,Mouse,879327289061_s001_participant_details,1,1920
56.0,"Firefox, 115",Laptop,10/13/2023 1:10:17 PM,Male,Right,768,Laptop Monitor,Trackpad,564938298193_s001_participant_details,1,1366
33.0,"Chrome, 117",Laptop,10/13/2023 1:11:10 PM,Female,Right,768,Laptop Monitor,Trackpad,251308053499_s001_participant_details,1,1366
51.0,"Chrome, 117",Laptop,10/12/2023 1:52:53 PM,Female,Right,768,Laptop Monitor,Trackpad,374362493632_s001_participant_details,1.100000023841858,1366
60.0,"Chrome, 117",Laptop,10/13/2023 2:02:54 PM,Female,Right,768,Laptop Monitor,Trackpad,982309131650_s001_participant_details,1,1366
60.0,"Chrome, 118",Laptop,10/13/2023 1:04:47 PM,Male,Right,864,Laptop Monitor,Mouse,123183469520_s001_participant_details,1.25,1536
31.0,"Firefox, 118",Laptop,10/12/2023 1:52:16 PM,Male,Right,720,Laptop Monitor,Trackpad,890450031962_s001_participant_details,1.5,1280
73.0,"Chrome, 117",Desktop,10/12/2023 1:47:36 PM,Female,Right,1080,External Monitor,Mouse,363396258093_s001_participant_details,1,1920
35.0,"Chrome, 118",Laptop,10/12/2023 1:48:04 PM,Female,Right,1080,Laptop Monitor,Mouse,453578034881_s001_participant_details,1,1920
25.0,"Firefox, 117",Laptop,10/13/2023 4:37:03 PM,Male,Right,2100,Laptop Monitor,Trackpad,383627469185_s001_participant_details,1,3360
59.0,"Chrome, 117",Laptop,10/13/2023 1:07:38 PM,Female,Left,615,Laptop Monitor,Trackpad,625957949785_s001_participant_details,1.25,1093
61.0,"Chrome, 117",Laptop,10/13/2023 1:21:26 PM,Male,Right,720,Laptop Monitor,Mouse,519645490683_s001_participant_details,1.3499999046325684,1280
38.0,"Chrome, 117",Laptop,10/13/2023 1:06:20 PM,Male,Right,1080,External Monitor,Mouse,132760789943_s001_participant_details,1,1920
59.0,"Chrome, 118",Desktop,10/13/2023 1:08:12 PM,Male,Right,1080,External Monitor,Mouse,522924106102_s001_participant_details,1,1920
28.0,"Firefox, 118",Desktop,10/12/2023 1:51:43 PM,Male,Right,1080,External Monitor,Mouse,852150209946_s001_participant_details,1,1920
54.0,"Chrome, 118",Laptop,10/13/2023 1:48:47 PM,Male,Right,768,Laptop Monitor,Mouse,399793741991_s001_participant_details,1,1360
47.0,"Chrome, 117",Desktop,10/13/2023 1:15:20 PM,Male,Right,900,External Monitor,Mouse,761679645860_s001_participant_details,1.2000000476837158,1600
35.0,"Firefox, 118",Desktop,10/18/2023 1:34:58 PM,Male,Left,768,External Monitor,Mouse,219942741794_s001_participant_details,1,1366
51.0,"Chrome, 117",Desktop,10/12/2023 1:50:08 PM,Male,Right,864,External Monitor,Mouse,928185260389_s001_participant_details,1.25,1536
35.0,"Chrome, 117",Laptop,10/12/2023 1:52:08 PM,Female,Right,864,Laptop Monitor,Trackpad,624326525488_s001_participant_details,1.25,1536
34.0,"Chrome, 115",Laptop,10/13/2023 1:03:13 PM,Female,Right,900,Laptop Monitor,Trackpad,756482156459_s001_participant_details,1,1440
21.0,"Chrome, 117",Laptop,10/13/2023 1:32:44 PM,Female,Right,768,Laptop Monitor,Trackpad,760820905212_s001_participant_details,1,1366
42.0,"Chrome, 117",Laptop,10/13/2023 1:08:56 PM,Female,Right,800,Laptop Monitor,Trackpad,498265361879_s001_participant_details,1.5,1280
41.0,"Chrome, 117",Laptop,10/13/2023 1:04:44 PM,Female,Right,768,Laptop Monitor,Mouse,863045202801_s001_participant_details,1,1366
60.0,"Chrome, 117",Laptop,10/12/2023 1:44:44 PM,Female,Right,1067,Laptop Monitor,Mouse,575425482820_s001_participant_details,1.5,1707
30.0,"Chrome, 117",Desktop,10/13/2023 1:03:12 PM,Male,Right,1080,External Monitor,Mouse,211445384891_s001_participant_details,1,1920
36.0,"Chrome, 117",Laptop,10/12/2023 1:53:01 PM,Male,Right,1000,Laptop Monitor,Trackpad,42404767125_s001_participant_details,2,1500
32.0,"Chrome, 117",Laptop,10/13/2023 1:04:52 PM,Female,Right,768,Laptop Monitor,Mouse,690112326992_s001_participant_details,1.100000023841858,1366
42.0,"Firefox, 118",Laptop,10/12/2023 1:46:49 PM,Female,Right,1080,Laptop Monitor,Mouse,662896639900_s001_participant_details,1,1920
28.0,"Chrome, 117",Laptop,10/12/2023 1:49:45 PM,Male,Right,864,Laptop Monitor,Trackpad,707165035419_s001_participant_details,1.25,1536
30.0,"Chrome, 117",Laptop,10/13/2023 1:11:24 PM,Male,Right,864,Laptop Monitor,Mouse,554483397398_s001_participant_details,1.25,1536
57.0,"Chrome, 117",Laptop,10/13/2023 1:06:56 PM,Male,Right,768,Laptop Monitor,Mouse,520643238443_s001_participant_details,1,1366
50.0,"Chrome, 117",Laptop,10/13/2023 1:03:17 PM,Female,Right,864,Laptop Monitor,Mouse,644298611907_s001_participant_details,1.25,1536
36.0,"Chrome, 117",Laptop,10/13/2023 1:03:46 PM,Female,Right,864,Laptop Monitor,Trackpad,6196976173_s001_participant_details,1.25,1536
39.0,"Chrome, 117",Desktop,10/13/2023 1:15:48 PM,Male,Right,1080,External Monitor,Mouse,132109080906_s001_participant_details,0.800000011920929,1920
26.0,"Chrome, 118",Desktop,10/13/2023 1:02:52 PM,Male,Right,1080,External Monitor,Mouse,950401282636_s001_participant_details,1,1920
38.0,"Chrome, 117",Laptop,10/13/2023 1:56:33 PM,Female,Right,864,Laptop Monitor,Trackpad,340899273753_s001_participant_details,1.25,1536
56.0,"Chrome, 118",Laptop,10/13/2023 3:39:11 PM,Female,Right,864,Laptop Monitor,Trackpad,119388378225_s001_participant_details,1.25,1536
49.0,"Chrome, 117",Laptop,10/13/2023 1:04:17 PM,Male,Right,864,Laptop Monitor,Mouse,787634621141_s001_participant_details,1.25,1536
47.0,"Chrome, 103",Laptop,10/13/2023 1:05:05 PM,Female,Right,800,Laptop Monitor,Trackpad,922666165279_s001_participant_details,2,1280
29.0,"Chrome, 117",Laptop,10/13/2023 1:09:16 PM,Male,Right,1080,Laptop Monitor,Trackpad,248674978269_s001_participant_details,1,1920
32.0,"Firefox, 118",Laptop,10/13/2023 1:08:05 PM,Male,Right,1080,Laptop Monitor,Mouse,299489942844_s001_participant_details,1,1920
34.0,"Chrome, 117",Desktop,10/13/2023 1:13:44 PM,Male,Right,1080,External Monitor,Mouse,266126640839_s001_participant_details,1,1920
55.0,"Chrome, 117",Laptop,10/13/2023 1:10:27 PM,Female,Right,864,Laptop Monitor,Trackpad,549389360938_s001_participant_details,1.25,1536
18.0,"Chrome, 117",Desktop,10/13/2023 1:06:52 PM,Male,Right,1080,External Monitor,Mouse,803522135131_s001_participant_details,1,1920
58.0,"Chrome, 117",Desktop,10/12/2023 1:50:52 PM,Female,Right,1080,External Monitor,Trackpad,747682140674_s001_participant_details,1,1920
26.0,"Chrome, 118",Laptop,10/13/2023 1:07:29 PM,Female,Right,864,Laptop Monitor,Mouse,618976041208_s001_participant_details,1.25,1536
21.0,"Chrome, 117",Desktop,10/13/2023 1:34:56 PM,Male,Right,1080,External Monitor,Mouse,381467347498_s001_participant_details,1,1920
26.0,"Chrome, 117",Laptop,10/13/2023 1:03:21 PM,Female,Right,864,Laptop Monitor,Trackpad,865611255867_s001_participant_details,1.25,1536
27.0,"Chrome, 117",Laptop,10/13/2023 1:05:23 PM,Male,Right,1050,Laptop Monitor,Trackpad,81350229447_s001_participant_details,2,1680
30.0,"Chrome, 117",Desktop,10/13/2023 1:02:31 PM,Male,Right,1080,External Monitor,Mouse,108547605108_s001_participant_details,1,1920
28.0,"Chrome, 117",Laptop,10/13/2023 1:07:58 PM,Female,Left,864,Laptop Monitor,Mouse,836677602492_s001_participant_details,1.25,1536
54.0,"Chrome, 117",Desktop,10/12/2023 1:53:31 PM,Female,Right,1050,Laptop Monitor,Trackpad,609066119184_s001_participant_details,2,1680
30.0,"Chrome, 117",Laptop,10/13/2023 1:09:17 PM,Male,Right,960,Laptop Monitor,Mouse,441084582125_s001_participant_details,2.5,1536
38.0,"Chrome, 117",Laptop,10/13/2023 1:27:57 PM,Female,Right,720,Laptop Monitor,Trackpad,75729007134_s001_participant_details,1.5,1280
27.0,"Chrome, 117",Desktop,10/13/2023 1:08:03 PM,Male,Right,960,External Monitor,Mouse,247101632412_s001_participant_details,2.25,1707
43.0,"Chrome, 118",Laptop,10/18/2023 1:02:02 PM,Male,Right,1080,Laptop Monitor,Mouse,591787668410_s001_participant_details,1,1920
66.0,"Chrome, 117",Laptop,10/13/2023 1:07:32 PM,Female,Right,667,Laptop Monitor,Mouse,789176471764_s001_participant_details,1.6200001239776611,1186
40.0,"Chrome, 117",Desktop,10/13/2023 1:08:17 PM,Male,Right,1440,External Monitor,Mouse,964304241118_s001_participant_details,1,2560
53.0,"Firefox, 118",Laptop,10/13/2023 1:14:15 PM,Male,Left,1080,External Monitor,Mouse,183824516134_s001_participant_details,1,1920
51.0,"Chrome, 118",Laptop,10/13/2023 1:04:21 PM,Male,Right,864,Laptop Monitor,Mouse,851634270977_s001_participant_details,1.25,1536
40.0,"Chrome, 117",Laptop,10/13/2023 1:08:20 PM,Female,Right,768,Laptop Monitor,Trackpad,211914503015_s001_participant_details,1,1366
29.0,"Chrome, 108",Laptop,10/13/2023 1:02:26 PM,Male,Right,900,Laptop Monitor,Trackpad,254253289429_s001_participant_details,2,1440
52.0,"Chrome, 117",Laptop,10/13/2023 1:11:24 PM,Female,Right,768,Laptop Monitor,Mouse,478867326164_s001_participant_details,1,1366
69.0,"Chrome, 117",Laptop,10/13/2023 1:04:38 PM,Male,Right,768,Laptop Monitor,Trackpad,657277573598_s001_participant_details,1,1366
23.0,"Chrome, 117",Desktop,10/12/2023 1:51:10 PM,Female,Right,1440,External Monitor,Mouse,307390059111_s001_participant_details,1,2560
38.0,"Chrome, 117",Laptop,10/13/2023 1:09:32 PM,Male,Left,900,Laptop Monitor,Trackpad,47769424039_s001_participant_details,2,1440
62.0,"Chrome, 118",Laptop,10/13/2023 1:14:56 PM,Male,Right,864,Laptop Monitor,Mouse,329580827848_s001_participant_details,1.25,1536
19.0,"Safari, 16",Desktop,10/12/2023 1:49:02 PM,Female,Right,956,Laptop Monitor,Mouse,94212257303_s001_participant_details,2,1470
35.0,"Firefox, 119",Desktop,10/13/2023 2:08:43 PM,Male,Right,1080,External Monitor,Mouse,479406978469_s001_participant_details,1,1920
79.0,"Opera, undefined",Laptop,10/13/2023 1:05:32 PM,Female,Right,561,Laptop Monitor,Mouse,526302751153_s001_participant_details,1.027500033378601,998
50.0,"Chrome, 117",Laptop,10/13/2023 1:06:24 PM,Male,Right,720,Laptop Monitor,Mouse,809600020525_s001_participant_details,1.5,1280
29.0,"Chrome, 117",Desktop,10/18/2023 1:02:24 PM,Female,Right,768,Laptop Monitor,Trackpad,777654116973_s001_participant_details,1,1366
31.0,"Chrome, 117",Laptop,10/13/2023 1:09:47 PM,Female,Right,1080,Laptop Monitor,Mouse,303616114193_s001_participant_details,1,1920
38.0,"Chrome, 117",Desktop,10/12/2023 1:47:52 PM,Female,Right,1080,External Monitor,Mouse,84703686414_s001_participant_details,1,1920
62.0,"Firefox, 118",Desktop,10/13/2023 1:05:30 PM,Female,Right,720,External Monitor,Mouse,998236395651_s001_participant_details,1.5,1280
64.0,"Chrome, 117",Laptop,10/12/2023 1:51:53 PM,Male,Right,768,Laptop Monitor,Trackpad,643459252314_s001_participant_details,1,1366
50.0,"Chrome, 118",Laptop,10/13/2023 8:13:50 AM,Male,Right,768,Laptop Monitor,Mouse,320314205950_s001_participant_details,1,1366
40.0,"Chrome, 117",Desktop,10/13/2023 1:14:33 PM,Male,Right,900,External Monitor,Mouse,826145207043_s001_participant_details,1,1440
56.0,"Chrome, 109",Laptop,10/13/2023 1:08:52 PM,Female,Right,768,Laptop Monitor,Trackpad,785879140021_s001_participant_details,1,1366
27.0,"Chrome, 117",Laptop,10/12/2023 1:41:28 PM,Male,Right,1080,External Monitor,Trackpad,491690849186_s001_participant_details,1,1920
60.0,"Firefox, 118",Laptop,10/13/2023 2:06:40 PM,Male,Right,1080,Laptop Monitor,Mouse,650598146952_s001_participant_details,1,1920
34.0,"Chrome, 117",Desktop,10/13/2023 1:55:09 PM,Male,Left,1080,External Monitor,Mouse,89758134912_s001_participant_details,1,1920
23.0,"Chrome, 117",Laptop,10/13/2023 1:06:08 PM,Male,Right,768,Laptop Monitor,Trackpad,627511081285_s001_participant_details,1,1366
31.0,"Chrome, 118",Desktop,10/13/2023 1:02:28 PM,Male,Left,1080,External Monitor,Mouse,261405949946_s001_participant_details,1,1920
22.0,"Chrome, 118",Desktop,10/13/2023 1:04:22 PM,Male,Right,1440,External Monitor,Mouse,170080221025_s001_participant_details,1.5,2560
51.0,"Chrome, 117",Desktop,10/13/2023 1:09:32 PM,Female,Right,1080,External Monitor,Mouse,104274630779_s001_participant_details,1,1920
61.0,"Chrome, 118",Laptop,10/18/2023 1:05:24 PM,Female,Right,768,Laptop Monitor,Mouse,261654776288_s001_participant_details,1,1366
65.0,"Chrome, 117",Laptop,10/13/2023 1:13:51 PM,Female,Right,768,Laptop Monitor,Trackpad,390771680977_s001_participant_details,1,1366
41.0,"Firefox, 118",Desktop,10/13/2023 1:14:10 PM,Male,Right,1080,External Monitor,Mouse,415114416275_s001_participant_details,1,1920
54.0,"Chrome, 117",Laptop,10/13/2023 1:20:38 PM,Male,Right,768,Laptop Monitor,Mouse,366712725954_s001_participant_details,1,1366
35.0,"Safari, 13",Laptop,10/12/2023 1:53:08 PM,Female,Right,900,Laptop Monitor,Trackpad,507283287821_s001_participant_details,1,1440
30.0,"Chrome, 117",Laptop,10/12/2023 1:45:07 PM,Female,Right,900,Laptop Monitor,Trackpad,577336943708_s001_participant_details,2,1440
58.0,"Chrome, 117",Laptop,10/13/2023 1:05:37 PM,Male,Right,768,External Monitor,Mouse,139654613099_s001_participant_details,1,1366
34.0,"Chrome, 117",Laptop,10/12/2023 1:47:18 PM,Female,Right,768,Laptop Monitor,Trackpad,788534438470_s001_participant_details,1,1366
59.0,"Chrome, 117",Laptop,10/13/2023 1:09:02 PM,Female,Right,615,Laptop Monitor,Trackpad,830764988902_s001_participant_details,1.25,1093
61.0,"Chrome, 116",Laptop,10/13/2023 1:07:04 PM,Male,Right,864,Laptop Monitor,Mouse,220885766670_s001_participant_details,1.25,1536
39.0,"Chrome, 117",Desktop,10/12/2023 1:36:09 PM,Female,Right,1080,External Monitor,Mouse,818668159889_s001_participant_details,1,1920
57.0,"Chrome, 117",Laptop,10/13/2023 1:05:31 PM,Female,Right,1080,External Monitor,Mouse,74249908328_s001_participant_details,1,1920
31.0,"Chrome, 117",Laptop,10/13/2023 1:10:27 PM,Female,Right,768,Laptop Monitor,Trackpad,928426922298_s001_participant_details,1,1366
25.0,"Chrome, 117",Laptop,10/13/2023 1:07:08 PM,Male,Left,768,Laptop Monitor,Mouse,73180105537_s001_participant_details,1,1366
52.0,"Chrome, 117",Desktop,10/12/2023 1:54:40 PM,Female,Right,1440,External Monitor,Mouse,526591815054_s001_participant_details,2,2560
21.0,"Chrome, 118",Laptop,10/13/2023 1:03:14 PM,Male,Right,912,Laptop Monitor,Mouse,525743780657_s001_participant_details,2,1368
57.0,"Chrome, 117",Laptop,10/13/2023 1:05:16 PM,Male,Right,864,Laptop Monitor,Trackpad,716171277686_s001_participant_details,1.25,1536
29.0,"Chrome, 117",Laptop,10/13/2023 1:02:30 PM,Male,Right,982,Laptop Monitor,Trackpad,71419700048_s001_participant_details,2,1512
61.0,"Chrome, 117",Laptop,10/13/2023 1:04:09 PM,Female,Left,900,Laptop Monitor,Trackpad,1721418462_s001_participant_details,1,1600
30.0,"Chrome, 117",Laptop,10/13/2023 1:04:53 PM,Male,Right,1080,Laptop Monitor,Mouse,825555997667_s001_participant_details,1,1920
27.0,"Chrome, 117",Laptop,10/12/2023 1:39:12 PM,Female,Right,1152,External Monitor,Mouse,826551196165_s001_participant_details,1.25,2048
30.0,"Chrome, 117",Laptop,10/13/2023 1:03:07 PM,Female,Right,864,Laptop Monitor,Mouse,965587163344_s001_participant_details,1.25,1536
35.0,"Firefox, 118",Desktop,10/12/2023 1:43:24 PM,Male,Left,1080,External Monitor,Mouse,432379164500_s001_participant_details,1,1920
31.0,"Firefox, 95",Desktop,10/13/2023 1:03:31 PM,Male,Right,1080,External Monitor,Mouse,708731377264_s001_participant_details,1,1920
65.0,"Chrome, 118",Laptop,10/13/2023 1:03:15 PM,Female,Right,864,Laptop Monitor,Mouse,797606508946_s001_participant_details,1.25,1536
32.0,"Chrome, 116",Laptop,10/13/2023 1:08:20 PM,Male,Left,900,Laptop Monitor,Trackpad,828356987563_s001_participant_details,2,1440
33.0,"Safari, 16",Laptop,10/12/2023 1:31:39 PM,Female,Left,900,Laptop Monitor,Trackpad,802470273105_s001_participant_details,2,1440
26.0,"Chrome, 117",Laptop,10/13/2023 2:09:35 PM,Male,Right,768,Laptop Monitor,Mouse,460031946655_s001_participant_details,0.6666666865348816,1366
34.0,"Chrome, 117",Laptop,10/12/2023 1:42:38 PM,Female,Left,854,External Monitor,Trackpad,737582583446_s001_participant_details,1.5,1280
32.0,"Chrome, 116",Laptop,10/13/2023 1:06:18 PM,Female,Right,720,Laptop Monitor,Trackpad,526791953481_s001_participant_details,1.5,1280
62.0,"Chrome, 117",Desktop,10/13/2023 1:03:50 PM,Female,Right,900,External Monitor,Mouse,942895571934_s001_participant_details,1.2000000476837158,1600
73.0,"Firefox, 118",Laptop,10/13/2023 1:06:47 PM,Male,Left,900,Laptop Monitor,Trackpad,917476948583_s001_participant_details,1,1600
40.0,"Chrome, 118",Laptop,10/13/2023 1:06:18 PM,Female,Right,864,Laptop Monitor,Mouse,549097653944_s001_participant_details,1.25,1536
47.0,"Chrome, 117",Laptop,10/13/2023 2:14:49 PM,Female,Right,864,Laptop Monitor,Mouse,158240405377_s001_participant_details,1.25,1536
56.0,"Chrome, 117",Laptop,10/13/2023 1:16:21 PM,Male,Right,1000,Laptop Monitor,Trackpad,814708099700_s001_participant_details,2,1500
29.0,"Chrome, 114",Laptop,10/12/2023 1:56:08 PM,Male,Right,800,Laptop Monitor,Mouse,211349502438_s001_participant_details,1,1280
31.0,"Chrome, 117",Laptop,10/13/2023 1:03:21 PM,Male,Right,720,Laptop Monitor,Trackpad,759023618418_s001_participant_details,1.5,1280
23.0,"Chrome, 117",Laptop,10/13/2023 1:11:14 PM,Male,Right,960,Laptop Monitor,Trackpad,914192695869_s001_participant_details,1.5,1707
28.0,"Chrome, 118",Laptop,10/12/2023 1:55:41 PM,Female,Right,768,Laptop Monitor,Trackpad,258433481445_s001_participant_details,1,1366
48.0,"Chrome, 117",Laptop,10/13/2023 1:03:22 PM,Female,Right,768,Laptop Monitor,Trackpad,381056854035_s001_participant_details,1,1366
41.0,"Chrome, 117",Desktop,10/12/2023 1:35:02 PM,Female,Right,720,Laptop Monitor,Trackpad,142243756214_s001_participant_details,1.5,1280
40.0,"Chrome, 117",Laptop,10/13/2023 1:07:48 PM,Female,Right,768,Laptop Monitor,Mouse,311518904287_s001_participant_details,1,1366
62.0,"Chrome, 117",Laptop,10/13/2023 1:08:34 PM,Female,Right,720,Laptop Monitor,Trackpad,994898098986_s001_participant_details,1.5,1280
35.0,"Chrome, 117",Laptop,10/13/2023 1:07:13 PM,Male,Right,720,Laptop Monitor,Mouse,357323471689_s001_participant_details,1.5,1280
38.0,"Firefox, 118",Laptop,10/12/2023 8:48:15 AM,Male,Right,1080,Laptop Monitor,Mouse,99897861946_s001_participant_details,1,1920
20.0,"Chrome, 118",Desktop,10/13/2023 1:05:01 PM,Male,Right,1080,External Monitor,Mouse,945312269032_s001_participant_details,1,1920
29.0,"Chrome, 120",Laptop,10/13/2023 3:13:27 PM,Male,Right,1050,Laptop Monitor,Trackpad,672964076977_s001_participant_details,1.3333333730697632,1680
54.0,"Chrome, 118",Laptop,10/13/2023 1:04:26 PM,Female,Right,768,Laptop Monitor,Mouse,385475812479_s001_participant_details,0.8999999761581421,1366
61.0,"Chrome, 117",Laptop,10/13/2023 1:04:36 PM,Female,Right,768,Laptop Monitor,Mouse,724549951264_s001_participant_details,0.800000011920929,1366
40.0,"Chrome, 117",Laptop,10/13/2023 4:10:45 PM,Female,Right,854,Laptop Monitor,Trackpad,466829519253_s001_participant_details,1.5,1280
40.0,"Chrome, 117",Laptop,10/13/2023 1:05:50 PM,Female,Right,900,Laptop Monitor,Trackpad,669404158834_s001_participant_details,1,1600
