group,perturbSize,sub,trialType,cycleNum,handangle
1,2,1,1,78,8.14366405554599
1,2,1,1,79,7.16833236438834
1,2,1,1,80,9.35298525801961
1,2,1,1,81,6.68319060182864
1,2,1,1,82,9.14201231426381
1,2,1,1,83,11.2148137611467
1,2,1,1,84,10.8267092471464
1,2,1,1,85,12.6616080335486
1,2,1,1,86,9.26789788588621
1,2,1,1,87,10.7562766765818
1,2,1,1,88,10.7982833517827
1,2,1,1,89,8.02686374551229
1,2,1,1,90,11.9511603167416
1,2,1,1,91,11.9156751505714
1,2,1,1,92,11.6921253395285
1,2,1,1,93,11.0467003932412
1,2,1,1,94,10.0731669054127
1,2,1,1,95,11.5371137766786
1,2,1,1,96,11.4494224890423
1,2,1,1,97,8.53996504418027
1,2,1,1,98,11.6233322304731
1,2,1,1,99,11.2554148288283
1,2,1,1,100,11.2011276609679
1,2,1,1,101,14.5277343705664
1,2,1,1,102,11.4884967513658
1,2,1,1,103,12.2450476170028
1,2,1,1,104,13.7578413719054
1,2,1,1,105,13.034850222351
1,2,1,1,106,13.6773236154228
1,2,1,1,107,17.301782683672
1,2,1,1,108,13.2069840686204
1,2,1,1,109,11.2299049934166
1,2,1,1,110,13.9914036651775
1,2,1,2,111,9.49978611654137
1,2,1,2,112,10.7603510526281
1,2,1,2,113,9.64602849515576
1,2,1,2,114,9.05392895848429
1,2,1,2,115,9.64580517438684
1,2,1,2,116,12.4821981601946
1,2,1,2,117,10.0912678109281
1,2,1,2,118,10.6074084874148
1,2,1,2,119,9.59207341002501
1,2,1,2,120,8.07160971585421
1,2,2,0,1,-4.76637146965354
1,2,2,0,2,-0.433396629064134
1,2,2,0,3,-2.24327340446969
1,2,2,0,4,-2.80763895715699
1,2,2,0,5,-3.34308200109381
1,2,2,0,6,-0.90649012639077
1,2,2,0,7,-1.58186579786527
1,2,2,0,8,-0.85441633365493
1,2,2,0,9,-1.36057522252054
1,2,2,0,10,-1.34048389931391
1,2,2,0,11,-2.79377076189289
1,2,2,0,12,-2.77748037988806
1,2,2,0,13,-0.606710708929336
1,2,2,0,14,-0.995829871093152
1,2,2,0,15,-2.55433652319459
1,2,2,0,16,-0.273398983209302
1,2,2,0,17,-2.41982149330394
1,2,2,0,18,-2.44111995804365
1,2,2,0,19,-0.681127553965888
1,2,2,0,20,-3.77977113401238
1,2,2,0,21,1.15014186122548
1,2,2,0,22,-0.51306111199069
1,2,2,0,23,-2.46648574697952
1,2,2,0,24,1.95332515633374
1,2,2,0,25,0.229288644709785
1,2,2,0,26,-0.707093379178883
1,2,2,0,27,-1.47341722219577
1,2,2,0,28,-1.34453512616933
1,2,2,0,29,0.889294246912391
1,2,2,0,30,-2.58612379168261
1,2,2,1,31,2.47061799007925
1,2,2,1,32,3.5911155420977
1,2,2,1,33,2.8990832177688
1,2,2,1,34,0.821367933762865
1,2,2,1,35,5.10696861286868
1,2,2,1,36,1.75968779207532
1,2,2,1,37,1.68753855513899
1,2,2,1,38,0.67553642938913
1,2,2,1,39,2.38144243405277
1,2,2,1,40,3.61858938286789
