model,objectiveName,fitObjective,negLogLik,rmse,n_summary_rows,n_params_total,n_population_params,fitMode,fixedParamNames,runLabel,subsetLabel,subsetSlug,jointDeviceFit,jointSubsetSlug,deviceSlugs,fixedParameters,fixedParameterValues,fixedMotorVarBySubset,AIC,BIC,nParticipantsSubset,outputDir
MeanTimeseriesVectorBCC,negll,34651.50834992455,34651.50834992455,6.944161167975114,10400,5,5,shared_point_joint_device,"['propVar_mouse', 'propVar_trackpad', 'visVarSlope', 'retention', 'lr']","Mouse: Vector BCC (joint device, shared dynamics, calibrated motorVar) (joint device fit)",Mouse,mouse,True,joint_devices,"['mouse', 'trackpad']","{""deviceSpecific"": [""propVar""], ""motorVar"": ""calibrated_no_feedback_by_device"", ""motorVarBySubset"": {""mouse"": 81.42877507299032, ""trackpad"": 43.75327994968318}, ""shared"": [""visVarSlope"", ""retention"", ""lr""], ""visVarInt"": 1.853}",{'visVarInt': 1.853},"{'mouse': 81.42877507299032, 'trackpad': 43.75327994968318}",69313.0166998491,69349.26450527475,282,meanTimeseriesFits\mean_timeseries_shared_point_joint_device_motorvar\mouse\MeanTimeseriesVectorBCC
