model,objectiveName,fitObjective,negLogLik,rmse,n_summary_rows,n_params_total,n_population_params,fitMode,fixedParamNames,jointDeviceFit,deviceSlugs,AIC,BIC,runLabel,fixedParameters,outputDir
MeanTimeseriesCausalInf,negll,77106.96451113939,77106.96451113939,8.903505341964365,20800,5,5,shared_point,"['senseVar_mouse', 'senseVar_trackpad', 'c', 'retention', 'lr']",True,"['mouse', 'trackpad']",154223.92902227878,154263.64256360722,"Mouse + Trackpad joint: Causal inference (joint device, shared dynamics)","{""deviceSpecific"": [""senseVar""], ""shared"": [""c"", ""retention"", ""lr""]}",meanTimeseriesFits\mean_timeseries_shared_point_joint_device_motorvar\joint_devices\MeanTimeseriesCausalInf
