model,objectiveName,fitObjective,negLogLik,rmse,n_summary_rows,n_params_total,n_population_params,fitMode,fixedParamNames,runLabel,subsetLabel,subsetSlug,jointDeviceFit,jointSubsetSlug,deviceSlugs,fixedParameters,fixedParameterValues,fixedMotorVarBySubset,AIC,BIC,nParticipantsSubset,outputDir
MeanTimeseriesBaseBCC,negll,35659.436388436516,35659.436388436516,7.669051365752902,10400,5,5,shared_point_joint_device,"['propVar_mouse', 'propVar_trackpad', 'visVarSlope', 'retention', 'lr']","Trackpad: BaseBCC (joint device, shared dynamics, calibrated motorVar) (joint device fit)",Trackpad,trackpad,True,joint_devices,"['mouse', 'trackpad']","{""deviceSpecific"": [""propVar""], ""motorVar"": ""calibrated_no_feedback_by_device"", ""motorVarBySubset"": {""mouse"": 81.42877507299032, ""trackpad"": 43.75327994968318}, ""shared"": [""visVarSlope"", ""retention"", ""lr""], ""visVarInt"": 1.853}",{'visVarInt': 1.853},"{'mouse': 81.42877507299032, 'trackpad': 43.75327994968318}",71328.87277687303,71365.12058229868,202,meanTimeseriesFits\mean_timeseries_shared_point_joint_device_motorvar\trackpad\MeanTimeseriesBaseBCC
