model,objectiveName,fitObjective,negLogLik,rmse,n_summary_rows,n_params_total,n_population_params,fitMode,fixedParamNames,runLabel,subsetLabel,subsetSlug,jointDeviceFit,jointSubsetSlug,deviceSlugs,fixedParameters,AIC,BIC,nParticipantsSubset,outputDir
MeanTimeseriesCausalInf,negll,39348.333349265726,39348.333349265726,8.859998752252558,10400,5,5,shared_point_joint_device,"['senseVar_mouse', 'senseVar_trackpad', 'c', 'retention', 'lr']","Mouse: Causal inference (joint device, shared dynamics) (joint device fit)",Mouse,mouse,True,joint_devices,"['mouse', 'trackpad']","{""deviceSpecific"": [""senseVar""], ""shared"": [""c"", ""retention"", ""lr""]}",78706.66669853145,78742.9145039571,282,meanTimeseriesFits\mean_timeseries_shared_point_joint_device_motorvar\mouse\MeanTimeseriesCausalInf
